@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
805,'2026/05/14 12:04:24:934',3,0.714304,0.886069,-0.000001,0.708499,0.461421,-0.045573,0.741327,0.801767,-0.052582,0,0,1
806,'2026/05/14 12:04:24:967',3,0.715834,0.887405,-0.000001,0.708593,0.461345,-0.046096,0.742636,0.800459,-0.052151,0,0,1
807,'2026/05/14 12:04:24:998',3,0.715147,0.884582,-0.000001,0.708511,0.461736,-0.049289,0.744162,0.800357,-0.052212,0,0,1
808,'2026/05/14 12:04:25:029',3,0.714263,0.887291,-0.000001,0.70992,0.461311,-0.047284,0.743309,0.800512,-0.050592,0,0,1
809,'2026/05/14 12:04:25:059',3,0.715729,0.88547,-0.000001,0.70953,0.460886,-0.050612,0.743641,0.80108,-0.05268,0,0,1
810,'2026/05/14 12:04:25:092',3,0.715912,0.886717,-0.000001,0.708736,0.459048,-0.048618,0.744664,0.80037,-0.052533,0,0,1
811,'2026/05/14 12:04:25:141',3,0.714802,0.886703,-0.000001,0.709272,0.460176,-0.048105,0.74423,0.80131,-0.051716,0,0,1
812,'2026/05/14 12:04:25:171',3,0.714765,0.886843,-0.000001,0.708686,0.457747,-0.04863,0.741694,0.801229,-0.052473,0,0,1
813,'2026/05/14 12:04:25:202',3,0.714671,0.887764,-0.000001,0.707267,0.457805,-0.048608,0.741775,0.801507,-0.052112,0,0,1
814,'2026/05/14 12:04:25:235',3,0.713879,0.888426,-0.000001,0.70696,0.456859,-0.047595,0.741491,0.80161,-0.051165,0,0,1
815,'2026/05/14 12:04:25:264',3,0.713492,0.889301,-0.000001,0.707029,0.456979,-0.046424,0.740876,0.800893,-0.050617,0,0,1
816,'2026/05/14 12:04:25:296',3,0.712919,0.888177,-0.000001,0.706572,0.457829,-0.048276,0.740222,0.802421,-0.051135,0,0,1
817,'2026/05/14 12:04:25:327',3,0.712621,0.888035,-0.000001,0.706805,0.457266,-0.04616,0.740327,0.801103,-0.049895,0,0,1
818,'2026/05/14 12:04:25:380',3,0.712949,0.88916,-0.000001,0.706182,0.455216,-0.048739,0.740541,0.802167,-0.052031,0,0,1
819,'2026/05/14 12:04:25:422',3,0.713436,0.889996,-0.000001,0.706162,0.454044,-0.046037,0.741114,0.800157,-0.051425,0,0,1
820,'2026/05/14 12:04:25:466',3,0.715032,0.889087,-0.000001,0.7062,0.454705,-0.050369,0.741846,0.801139,-0.052607,0,0,1
821,'2026/05/14 12:04:25:510',3,0.714058,0.889882,-0.000001,0.706669,0.454719,-0.048109,0.74053,0.8003,-0.05169,0,0,1
822,'2026/05/14 12:04:25:548',3,0.715214,0.891627,-0.000001,0.705846,0.454334,-0.048716,0.740944,0.800652,-0.0531,0,0,1
823,'2026/05/14 12:04:25:576',3,0.714739,0.8918,-0.000001,0.705306,0.455264,-0.047602,0.740998,0.801814,-0.052038,0,0,1
824,'2026/05/14 12:04:25:607',3,0.713548,0.890436,-0.000001,0.703271,0.453344,-0.052755,0.739667,0.801502,-0.053886,0,0,1
825,'2026/05/14 12:04:25:637',3,0.712746,0.889367,-0.000001,0.702343,0.453572,-0.053531,0.738459,0.801954,-0.053922,0,0,1
826,'2026/05/14 12:04:25:669',3,0.713181,0.891299,-0.000001,0.702495,0.453027,-0.050784,0.741244,0.800752,-0.052861,0,0,1
827,'2026/05/14 12:04:25:700',3,0.713132,0.889595,-0.000001,0.701459,0.452788,-0.053441,0.739844,0.802513,-0.05465,0,0,1
828,'2026/05/14 12:04:25:731',3,0.711322,0.888083,-0.000001,0.700641,0.452843,-0.054085,0.737915,0.802326,-0.053919,0,0,1
829,'2026/05/14 12:04:25:762',3,0.710492,0.888081,-0.000001,0.700612,0.454067,-0.052264,0.736196,0.803074,-0.052638,0,0,1
830,'2026/05/14 12:04:25:808',3,0.709699,0.888006,-0.000001,0.701141,0.453355,-0.052765,0.736679,0.801681,-0.052611,0,0,1
831,'2026/05/14 12:04:25:844',3,0.710209,0.888229,-0.000001,0.699575,0.453386,-0.051839,0.737854,0.801238,-0.053106,0,0,1
832,'2026/05/14 12:04:25:874',3,0.710377,0.888509,-0.000001,0.699797,0.45307,-0.051952,0.737299,0.801761,-0.052989,0,0,1
833,'2026/05/14 12:04:25:904',3,0.709473,0.887531,-0.000001,0.699412,0.452161,-0.051451,0.734937,0.802061,-0.052371,0,0,1
834,'2026/05/14 12:04:25:934',3,0.710078,0.886197,-0.000001,0.699048,0.451251,-0.051822,0.737662,0.801086,-0.053274,0,0,1
835,'2026/05/14 12:04:25:967',3,0.709897,0.886797,-0.000001,0.698637,0.453141,-0.054584,0.735822,0.803682,-0.053217,0,0,1
836,'2026/05/14 12:04:25:998',3,0.710884,0.888898,-0.000001,0.700029,0.450374,-0.051708,0.738675,0.801141,-0.052735,0,0,1
837,'2026/05/14 12:04:26:030',3,0.711997,0.886997,-0.000001,0.701165,0.450513,-0.053767,0.738081,0.801197,-0.0538,0,0,1
838,'2026/05/14 12:04:26:061',3,0.712333,0.886686,-0.000001,0.70079,0.450352,-0.053333,0.738743,0.801703,-0.053661,0,0,1
839,'2026/05/14 12:04:26:092',3,0.713763,0.889329,-0.000001,0.701247,0.450739,-0.052481,0.740319,0.801791,-0.053944,0,0,1
840,'2026/05/14 12:04:26:124',3,0.71424,0.889507,-0.000001,0.701557,0.450323,-0.050493,0.740789,0.801886,-0.05349,0,0,1
841,'2026/05/14 12:04:26:155',3,0.712998,0.888368,-0.000001,0.700979,0.451161,-0.053996,0.739588,0.802066,-0.05471,0,0,1
842,'2026/05/14 12:04:26:187',3,0.712462,0.888173,-0.000001,0.701496,0.450677,-0.051323,0.738202,0.80167,-0.054105,0,0,1
843,'2026/05/14 12:04:26:219',3,0.712866,0.887713,-0.000001,0.70206,0.452533,-0.052214,0.739372,0.801829,-0.053399,0,0,1
844,'2026/05/14 12:04:26:251',3,0.71365,0.890881,-0.000001,0.701779,0.453308,-0.051834,0.740296,0.801844,-0.053335,0,0,1
845,'2026/05/14 12:04:26:301',3,0.713514,0.888446,-0.000001,0.70164,0.453622,-0.052125,0.740382,0.80145,-0.052661,0,0,1
846,'2026/05/14 12:04:26:335',3,0.712919,0.887285,-0.000001,0.700896,0.452392,-0.05233,0.739257,0.801624,-0.054247,0,0,1
847,'2026/05/14 12:04:26:376',3,0.712378,0.88753,-0.000001,0.701791,0.453783,-0.052203,0.739563,0.80148,-0.052954,0,0,1
848,'2026/05/14 12:04:26:404',3,0.713464,0.890328,-0.000001,0.701012,0.454317,-0.05003,0.741414,0.801464,-0.052781,0,0,1
849,'2026/05/14 12:04:26:437',3,0.711302,0.886852,-0.000001,0.700976,0.454273,-0.052079,0.739214,0.801806,-0.053216,0,0,1
850,'2026/05/14 12:04:26:469',3,0.712414,0.888757,-0.000001,0.700438,0.454535,-0.052192,0.739534,0.800833,-0.052665,0,0,1
851,'2026/05/14 12:04:26:500',3,0.711484,0.888251,-0.000001,0.700572,0.45471,-0.053434,0.73806,0.802066,-0.05329,0,0,1
852,'2026/05/14 12:04:26:532',3,0.711686,0.888027,-0.000001,0.699576,0.455239,-0.0556,0.736788,0.801534,-0.053544,0,0,1
853,'2026/05/14 12:04:26:563',3,0.709903,0.885843,-0.000001,0.69965,0.454435,-0.051972,0.737294,0.801767,-0.052585,0,0,1
854,'2026/05/14 12:04:26:594',3,0.71087,0.888291,-0.000001,0.698664,0.457435,-0.055098,0.735552,0.802075,-0.053602,0,0,1
855,'2026/05/14 12:04:26:628',3,0.710857,0.88834,-0.000001,0.699634,0.454616,-0.051936,0.736513,0.802227,-0.053044,0,0,1
856,'2026/05/14 12:04:26:659',3,0.711834,0.887298,-0.000001,0.698926,0.453992,-0.052853,0.736784,0.801787,-0.055073,0,0,1
857,'2026/05/14 12:04:26:691',3,0.711547,0.890581,-0.000001,0.697398,0.457506,-0.052233,0.734617,0.804032,-0.052648,0,0,1
858,'2026/05/14 12:04:26:725',3,0.711779,0.888382,-0.000001,0.697274,0.454553,-0.053248,0.736756,0.803751,-0.054387,0,0,1
859,'2026/05/14 12:04:26:757',3,0.709638,0.889025,-0.000001,0.696712,0.455197,-0.050365,0.736832,0.801754,-0.052128,0,0,1
860,'2026/05/14 12:04:26:788',3,0.711127,0.889739,-0.000001,0.695126,0.455499,-0.05302,0.73598,0.802822,-0.054401,0,0,1
861,'2026/05/14 12:04:26:820',3,0.711403,0.890112,-0.000001,0.694124,0.455191,-0.053787,0.734619,0.802957,-0.053731,0,0,1
862,'2026/05/14 12:04:26:849',3,0.710604,0.891399,-0.000001,0.6932,0.455721,-0.051711,0.734772,0.801756,-0.053036,0,0,1
863,'2026/05/14 12:04:26:883',3,0.709672,0.891478,-0.000001,0.691709,0.456782,-0.0534,0.732308,0.802807,-0.052814,0,0,1
864,'2026/05/14 12:04:26:913',3,0.709106,0.890818,-0.000001,0.692969,0.455769,-0.049634,0.734244,0.801595,-0.05195,0,0,1
865,'2026/05/14 12:04:26:948',3,0.710787,0.893464,-0.000001,0.692778,0.45494,-0.049429,0.73424,0.802694,-0.052809,0,0,1
866,'2026/05/14 12:04:26:977',3,0.710415,0.890963,-0.000001,0.691865,0.453989,-0.049702,0.734754,0.801836,-0.053252,0,0,1
867,'2026/05/14 12:04:27:010',3,0.709584,0.892968,-0.000001,0.692001,0.453679,-0.050708,0.735582,0.801988,-0.052868,0,0,1
868,'2026/05/14 12:04:27:041',3,0.709527,0.89192,-0.000001,0.690692,0.454346,-0.051472,0.73236,0.803436,-0.052871,0,0,1
869,'2026/05/14 12:04:27:073',3,0.70978,0.895066,-0.000001,0.691228,0.454224,-0.047107,0.732227,0.803842,-0.050776,0,0,1
870,'2026/05/14 12:04:27:108',3,0.709372,0.891022,-0.000001,0.691869,0.455026,-0.0519,0.731843,0.802303,-0.053948,0,0,1
871,'2026/05/14 12:04:27:135',3,0.709784,0.89136,-0.000001,0.691566,0.454382,-0.048595,0.733706,0.801925,-0.052458,0,0,1
872,'2026/05/14 12:04:27:167',3,0.710029,0.894205,-0.000001,0.691192,0.454596,-0.050999,0.732194,0.802883,-0.05211,0,0,1
873,'2026/05/14 12:04:27:200',3,0.709307,0.891322,-0.000001,0.691827,0.454314,-0.049369,0.733404,0.802417,-0.052289,0,0,1
874,'2026/05/14 12:04:27:232',3,0.71004,0.894008,-0.000001,0.690309,0.454662,-0.052182,0.733645,0.804093,-0.053543,0,0,1
875,'2026/05/14 12:04:27:263',3,0.709081,0.890875,-0.000001,0.690857,0.455612,-0.050577,0.73312,0.803603,-0.052616,0,0,1
876,'2026/05/14 12:04:27:294',3,0.709952,0.89221,-0.000001,0.689998,0.45402,-0.052643,0.734643,0.802927,-0.054148,0,0,1
877,'2026/05/14 12:04:27:327',3,0.709086,0.889706,-0.000001,0.69001,0.454057,-0.053628,0.732289,0.804106,-0.054167,0,0,1
878,'2026/05/14 12:04:27:358',3,0.709202,0.89185,-0.000001,0.689716,0.45378,-0.049804,0.729801,0.804134,-0.052817,0,0,1
879,'2026/05/14 12:04:27:389',3,0.709076,0.891265,-0.000001,0.690092,0.454106,-0.053679,0.73294,0.804087,-0.055144,0,0,1
880,'2026/05/14 12:04:27:420',3,0.708314,0.891156,-0.000001,0.690092,0.454973,-0.051258,0.7321,0.802855,-0.052351,0,0,1
881,'2026/05/14 12:04:45:179',4,0.692652,0.891707,0,0.555799,0.427381,-0.073008,0.689176,0.737246,-0.044539,1,1,0
882,'2026/05/14 12:04:45:209',4,0.691613,0.894373,0,0.559456,0.430957,-0.069781,0.687983,0.735365,-0.04165,1,1,0
883,'2026/05/14 12:04:45:267',4,0.692857,0.892756,0,0.560448,0.431946,-0.067079,0.688907,0.73575,-0.03961,1,1,0
884,'2026/05/14 12:04:45:326',4,0.695474,0.891075,0,0.562232,0.430294,-0.069094,0.691355,0.735801,-0.040263,1,1,0
885,'2026/05/14 12:04:45:358',4,0.697169,0.889211,0,0.565113,0.429964,-0.07208,0.694554,0.736003,-0.041481,1,1,0
886,'2026/05/14 12:04:45:381',4,0.698409,0.889243,0,0.568836,0.429775,-0.073191,0.697741,0.735548,-0.042851,1,1,0
887,'2026/05/14 12:04:45:413',4,0.69833,0.888313,0,0.571313,0.430912,-0.0738,0.699853,0.733797,-0.040484,1,1,0
888,'2026/05/14 12:04:45:446',4,0.701819,0.889953,0,0.571809,0.427563,-0.076391,0.701064,0.737339,-0.045123,1,1,0
889,'2026/05/14 12:04:45:484',4,0.7027,0.888282,0,0.572863,0.427226,-0.073083,0.700674,0.738175,-0.043497,1,1,0
890,'2026/05/14 12:04:45:506',4,0.701009,0.888487,0,0.574233,0.424748,-0.074332,0.700819,0.737004,-0.043497,1,1,0
891,'2026/05/14 12:04:45:539',4,0.70208,0.888369,0,0.573465,0.424859,-0.079048,0.699387,0.737811,-0.048895,1,1,0
892,'2026/05/14 12:04:45:571',4,0.701477,0.888121,0,0.574527,0.421776,-0.078509,0.699714,0.736797,-0.047623,1,1,0
893,'2026/05/14 12:04:45:603',4,0.702231,0.88731,0,0.576572,0.42524,-0.075281,0.699492,0.734019,-0.043442,1,1,0
894,'2026/05/14 12:04:45:632',4,0.701201,0.89018,0,0.57869,0.429155,-0.070757,0.700229,0.734103,-0.040436,1,1,0
895,'2026/05/14 12:04:45:664',4,0.699815,0.889897,0,0.580286,0.425842,-0.071193,0.699692,0.732427,-0.040439,1,1,0
896,'2026/05/14 12:04:45:695',4,0.70093,0.888733,0,0.580322,0.426207,-0.070423,0.698745,0.734156,-0.040908,1,1,0
897,'2026/05/14 12:04:45:728',4,0.70162,0.89019,0,0.579281,0.426071,-0.065248,0.698921,0.731428,-0.037801,1,1,0
898,'2026/05/14 12:04:45:758',4,0.701451,0.887889,0,0.577857,0.4278,-0.068363,0.69911,0.733237,-0.042226,1,1,0
899,'2026/05/14 12:04:45:798',4,0.701594,0.888276,0,0.579177,0.427635,-0.066272,0.698114,0.732799,-0.0395,1,1,0
900,'2026/05/14 12:04:45:830',4,0.702306,0.888116,0,0.580347,0.428312,-0.067965,0.70011,0.734061,-0.040468,1,1,0
901,'2026/05/14 12:04:45:873',4,0.701632,0.889948,0,0.581332,0.423865,-0.070779,0.699864,0.73288,-0.042187,1,1,0
902,'2026/05/14 12:04:45:902',4,0.702545,0.891082,0,0.582037,0.427919,-0.070595,0.700536,0.731912,-0.039713,1,1,0
903,'2026/05/14 12:04:45:957',4,0.703998,0.889835,0,0.582452,0.424923,-0.071128,0.70184,0.73282,-0.041123,1,1,0
904,'2026/05/14 12:04:45:995',4,0.702494,0.891449,0,0.582928,0.42861,-0.071542,0.700322,0.732369,-0.03975,1,1,0
905,'2026/05/14 12:04:46:036',4,0.701221,0.889475,0,0.581746,0.424572,-0.070868,0.700439,0.731861,-0.041128,1,1,0
906,'2026/05/14 12:04:46:076',4,0.70031,0.890204,0,0.580642,0.427093,-0.068065,0.698981,0.731493,-0.039436,1,1,0
907,'2026/05/14 12:04:46:105',4,0.698873,0.889486,0,0.578235,0.430763,-0.073755,0.69536,0.73449,-0.041115,1,1,0
908,'2026/05/14 12:04:46:139',4,0.698529,0.887587,0,0.579197,0.430347,-0.074512,0.696084,0.73359,-0.043064,1,1,0
909,'2026/05/14 12:04:46:170',4,0.697604,0.886832,0,0.577593,0.427825,-0.077225,0.694507,0.735918,-0.045169,1,1,0
910,'2026/05/14 12:04:46:198',4,0.698701,0.888522,0,0.576651,0.429451,-0.075654,0.695999,0.734664,-0.044086,1,1,0
911,'2026/05/14 12:04:46:230',4,0.697266,0.889151,0,0.576648,0.428355,-0.073963,0.695145,0.735412,-0.044034,1,1,0
912,'2026/05/14 12:04:46:261',4,0.696955,0.887684,0,0.576682,0.429578,-0.077757,0.695388,0.735375,-0.046528,1,1,0
913,'2026/05/14 12:04:46:294',4,0.698422,0.88878,0,0.577609,0.428388,-0.075169,0.695934,0.734453,-0.04486,1,1,0
914,'2026/05/14 12:04:46:324',4,0.699392,0.886004,0,0.577592,0.42882,-0.072937,0.697836,0.735658,-0.044053,1,1,0
915,'2026/05/14 12:04:46:364',4,0.700097,0.888809,0,0.579875,0.431666,-0.074737,0.697363,0.734013,-0.044451,1,1,0
916,'2026/05/14 12:04:46:403',4,0.699826,0.886542,0,0.577596,0.427574,-0.076324,0.698747,0.73635,-0.047052,1,1,0
917,'2026/05/14 12:04:46:436',4,0.698924,0.887343,0,0.57865,0.428556,-0.074188,0.698167,0.734759,-0.044783,1,1,0
918,'2026/05/14 12:04:46:468',4,0.699354,0.88872,0,0.578264,0.426033,-0.072162,0.697166,0.734471,-0.043573,1,1,0
919,'2026/05/14 12:04:46:500',4,0.699177,0.888757,0,0.577584,0.424989,-0.071389,0.697433,0.73393,-0.042546,1,1,0
920,'2026/05/14 12:04:46:531',4,0.699576,0.891876,0,0.579537,0.426326,-0.071429,0.697152,0.732715,-0.042405,1,1,0
921,'2026/05/14 12:04:46:563',4,0.699228,0.888946,0,0.578295,0.423962,-0.074831,0.69692,0.73563,-0.045387,1,1,0
922,'2026/05/14 12:04:46:596',4,0.700925,0.889193,0,0.577055,0.422252,-0.071583,0.696581,0.735419,-0.045188,1,1,0
923,'2026/05/14 12:04:46:634',4,0.699778,0.888682,0,0.578861,0.42329,-0.074236,0.697707,0.734517,-0.043563,1,1,0
924,'2026/05/14 12:04:46:667',4,0.698784,0.887446,0,0.57842,0.425173,-0.07645,0.697017,0.733546,-0.044887,1,1,0
925,'2026/05/14 12:04:46:698',4,0.700628,0.888401,0,0.579557,0.426744,-0.075215,0.696828,0.734862,-0.043506,1,1,0
926,'2026/05/14 12:04:46:731',4,0.700985,0.891439,0,0.580255,0.426529,-0.069011,0.696944,0.733546,-0.041323,1,1,0
927,'2026/05/14 12:04:46:760',4,0.700529,0.892931,0,0.578987,0.423278,-0.071048,0.698532,0.73142,-0.04121,1,1,0
928,'2026/05/14 12:04:46:820',4,0.700943,0.890046,0,0.579946,0.425811,-0.070745,0.698459,0.731998,-0.041289,1,1,0
929,'2026/05/14 12:04:46:859',4,0.701572,0.889339,0,0.580362,0.426937,-0.072391,0.698869,0.732684,-0.042382,1,1,0
930,'2026/05/14 12:04:46:886',4,0.702699,0.889702,0,0.581375,0.422589,-0.072279,0.698354,0.733739,-0.043914,1,1,0
931,'2026/05/14 12:04:46:931',4,0.702153,0.891544,0,0.580249,0.420723,-0.06653,0.700088,0.732287,-0.040514,1,1,0
932,'2026/05/14 12:04:46:965',4,0.701812,0.890258,0,0.580809,0.421224,-0.071219,0.699843,0.733104,-0.042426,1,1,0
933,'2026/05/14 12:04:46:999',4,0.703099,0.891533,0,0.582225,0.423733,-0.06892,0.697577,0.731878,-0.041457,1,1,0
934,'2026/05/14 12:04:47:030',4,0.702003,0.889476,0,0.583404,0.423136,-0.071349,0.698994,0.733016,-0.044785,1,1,0
935,'2026/05/14 12:04:47:062',4,0.703528,0.889774,0,0.583003,0.422314,-0.071172,0.699012,0.73297,-0.044015,1,1,0
936,'2026/05/14 12:04:47:092',4,0.702605,0.888284,0,0.582915,0.420495,-0.072347,0.700412,0.734138,-0.044042,1,1,0
937,'2026/05/14 12:04:47:122',4,0.703037,0.890322,0,0.582494,0.42113,-0.068005,0.700638,0.732617,-0.041943,1,1,0
938,'2026/05/14 12:04:47:159',4,0.70367,0.889959,0,0.583947,0.423004,-0.070387,0.701624,0.731813,-0.044929,1,1,0
939,'2026/05/14 12:04:47:188',4,0.703185,0.887315,0,0.583432,0.420833,-0.072511,0.70009,0.734508,-0.045505,1,1,0
940,'2026/05/14 12:04:47:231',4,0.703593,0.888292,0,0.584845,0.421915,-0.072119,0.702863,0.733092,-0.043278,1,1,0
941,'2026/05/14 12:04:47:266',4,0.706752,0.892562,0,0.583493,0.418152,-0.068911,0.702336,0.732355,-0.042221,1,1,0
942,'2026/05/14 12:04:47:298',4,0.707447,0.889038,0,0.586206,0.419497,-0.070913,0.704325,0.732053,-0.041894,1,1,0
943,'2026/05/14 12:04:47:327',4,0.710587,0.888713,0,0.586943,0.420471,-0.071502,0.708753,0.732391,-0.041158,1,1,0
944,'2026/05/14 12:04:47:359',4,0.713428,0.887962,0,0.590779,0.418566,-0.075759,0.71338,0.731848,-0.043805,1,1,0
945,'2026/05/14 12:04:47:403',4,0.714927,0.885861,0,0.59638,0.415833,-0.075544,0.71916,0.731699,-0.042989,1,1,0
946,'2026/05/14 12:04:47:438',4,0.718838,0.885843,0,0.59931,0.416019,-0.075113,0.724578,0.729797,-0.041016,1,1,0
947,'2026/05/14 12:04:47:483',4,0.722436,0.885596,0,0.601955,0.408599,-0.073057,0.728323,0.731486,-0.041537,1,1,0
948,'2026/05/14 12:04:47:519',4,0.725434,0.883535,0,0.607433,0.409889,-0.077939,0.732689,0.731183,-0.044259,1,1,0
949,'2026/05/14 12:04:47:548',4,0.729001,0.884241,0,0.609845,0.409204,-0.076868,0.736728,0.731067,-0.04343,1,1,0
950,'2026/05/14 12:04:47:580',4,0.731369,0.885188,0,0.613523,0.40712,-0.072196,0.73878,0.730825,-0.042557,1,1,0
951,'2026/05/14 12:04:47:615',4,0.732962,0.887237,0,0.613383,0.407317,-0.074059,0.741315,0.731805,-0.04248,1,1,0
952,'2026/05/14 12:04:47:648',4,0.734886,0.885244,0,0.616367,0.40665,-0.070424,0.745005,0.732631,-0.041344,1,1,0
953,'2026/05/14 12:04:47:673',4,0.737493,0.886623,0,0.619189,0.406452,-0.069882,0.748222,0.732471,-0.041418,1,1,0
954,'2026/05/14 12:04:47:704',4,0.742223,0.884872,0,0.623142,0.404686,-0.070104,0.754039,0.731716,-0.041555,1,1,0
955,'2026/05/14 12:04:47:736',4,0.746745,0.883201,0,0.627225,0.402522,-0.071995,0.75953,0.73171,-0.04298,1,1,0
956,'2026/05/14 12:04:47:769',4,0.753742,0.883691,0,0.631289,0.398508,-0.075461,0.766171,0.730308,-0.045912,1,1,0
957,'2026/05/14 12:04:47:802',4,0.759083,0.882646,0,0.634293,0.394068,-0.079259,0.77233,0.730542,-0.046695,1,1,0
958,'2026/05/14 12:04:47:831',4,0.763118,0.88198,0,0.635326,0.387063,-0.076589,0.778622,0.731582,-0.046588,1,1,0
959,'2026/05/14 12:04:47:863',4,0.763828,0.884137,0,0.638094,0.384851,-0.080201,0.781157,0.72907,-0.046238,1,1,0
960,'2026/05/14 12:04:47:895',4,0.762349,0.886443,0,0.638195,0.377588,-0.078642,0.785982,0.730194,-0.04417,1,1,0
961,'2026/05/14 12:04:47:926',4,0.761364,0.883938,0,0.639341,0.373454,-0.07853,0.786389,0.732093,-0.045173,1,1,0
962,'2026/05/14 12:04:47:957',4,0.758556,0.884212,0,0.637932,0.370562,-0.079481,0.784722,0.736682,-0.046098,1,1,0
963,'2026/05/14 12:04:47:996',4,0.753902,0.882269,0,0.635864,0.381343,-0.081283,0.783867,0.737741,-0.046526,1,1,0
964,'2026/05/14 12:04:48:021',4,0.749345,0.885308,0,0.631944,0.37484,-0.089086,0.779842,0.739074,-0.050038,1,1,0
965,'2026/05/14 12:04:48:053',4,0.746799,0.888536,0,0.626132,0.367866,-0.095878,0.776248,0.741275,-0.050281,1,1,0
966,'2026/05/14 12:04:48:083',4,0.74368,0.893837,0,0.618859,0.364738,-0.097289,0.771682,0.743376,-0.050377,1,1,0
967,'2026/05/14 12:04:48:116',4,0.738412,0.89617,0,0.614236,0.364242,-0.092691,0.767576,0.746934,-0.052507,1,1,0
968,'2026/05/14 12:04:48:146',4,0.738801,0.899991,0,0.607273,0.361779,-0.096475,0.763791,0.750636,-0.057054,1,1,0
969,'2026/05/14 12:04:48:179',4,0.735089,0.904826,0,0.598104,0.3595,-0.105031,0.757966,0.753706,-0.062005,1,1,0
970,'2026/05/14 12:04:48:210',4,0.731561,0.904926,0.000001,0.589101,0.354118,-0.112787,0.754544,0.754688,-0.06928,1,1,0
971,'2026/05/14 12:04:48:242',4,0.725777,0.908264,0,0.588064,0.358361,-0.107531,0.749212,0.757746,-0.060107,1,1,0
972,'2026/05/14 12:04:48:277',4,0.722626,0.911265,0,0.583547,0.355987,-0.105561,0.746914,0.762837,-0.060951,1,1,0
973,'2026/05/14 12:04:48:305',4,0.722063,0.91647,0,0.577836,0.356676,-0.110867,0.744663,0.764925,-0.065454,1,1,0
974,'2026/05/14 12:04:48:337',4,0.718964,0.917164,0,0.578479,0.351311,-0.105297,0.744495,0.767897,-0.058816,1,1,0
975,'2026/05/14 12:04:48:368',4,0.719664,0.9178,0,0.577939,0.355996,-0.112685,0.743974,0.767322,-0.061979,1,1,0
976,'2026/05/14 12:04:48:399',4,0.717811,0.91654,0,0.576742,0.347418,-0.116185,0.747135,0.764322,-0.060516,1,1,0
977,'2026/05/14 12:04:48:437',4,0.717508,0.920199,0,0.576479,0.348822,-0.110532,0.74654,0.767923,-0.060422,1,1,0
978,'2026/05/14 12:04:48:467',4,0.718456,0.921673,0,0.576348,0.349916,-0.110928,0.74405,0.769154,-0.061227,1,1,0
979,'2026/05/14 12:04:48:499',4,0.717205,0.923786,0,0.576133,0.344505,-0.118523,0.746861,0.767536,-0.060887,1,1,0
980,'2026/05/14 12:04:48:543',4,0.716498,0.92242,0,0.577438,0.345593,-0.112362,0.748043,0.769242,-0.056653,1,1,0
981,'2026/05/14 12:04:48:572',4,0.71602,0.918911,0,0.581822,0.351598,-0.111967,0.748734,0.768162,-0.059199,1,1,0
982,'2026/05/14 12:04:48:604',4,0.720416,0.918381,0,0.5781,0.347579,-0.111296,0.751806,0.767029,-0.058828,1,1,0
983,'2026/05/14 12:04:48:634',4,0.723555,0.917853,0,0.580004,0.34862,-0.111435,0.751505,0.768043,-0.06064,1,1,0
984,'2026/05/14 12:04:48:666',4,0.725243,0.916626,0,0.580601,0.347512,-0.123392,0.760391,0.764454,-0.062329,1,1,0
985,'2026/05/14 12:04:48:701',4,0.728186,0.918728,0,0.580378,0.351219,-0.120769,0.761244,0.764825,-0.060388,1,1,0
986,'2026/05/14 12:04:48:729',4,0.726027,0.918166,0,0.585689,0.344799,-0.116554,0.759329,0.765237,-0.060278,1,1,0
987,'2026/05/14 12:04:48:761',4,0.726786,0.921641,0,0.585418,0.34431,-0.119627,0.759206,0.764985,-0.062371,1,1,0
988,'2026/05/14 12:04:48:792',4,0.724444,0.917989,0,0.585962,0.344318,-0.110547,0.759,0.762838,-0.056106,1,1,0
989,'2026/05/14 12:04:48:835',4,0.724025,0.916336,0,0.584666,0.347023,-0.110405,0.75821,0.762545,-0.055565,1,1,0
990,'2026/05/14 12:04:48:870',4,0.728759,0.915005,0,0.582556,0.353507,-0.119962,0.762245,0.762859,-0.061621,1,1,0
991,'2026/05/14 12:04:48:902',4,0.727636,0.915396,0,0.582001,0.352439,-0.115133,0.756752,0.761409,-0.06088,1,1,0
992,'2026/05/14 12:04:48:934',4,0.721264,0.913067,0,0.58434,0.355816,-0.108451,0.752269,0.762569,-0.058113,1,1,0
993,'2026/05/14 12:04:48:967',4,0.721882,0.912709,0,0.582173,0.354455,-0.116056,0.748947,0.764492,-0.061051,1,1,0
994,'2026/05/14 12:04:48:996',4,0.721955,0.91664,0,0.580107,0.352612,-0.11274,0.747373,0.764841,-0.059726,1,1,0
995,'2026/05/14 12:04:49:029',4,0.721641,0.917033,0,0.578542,0.358373,-0.117365,0.747146,0.766546,-0.06167,1,1,0
996,'2026/05/14 12:04:49:059',4,0.72195,0.916473,0,0.579191,0.355759,-0.116968,0.746548,0.765853,-0.062188,1,1,0
