@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
444,'2026/05/06 10:39:47:158',3,0.600617,0.879479,0,0.573095,0.843386,-0.012484,0.572158,0.775812,-0.018723,0.599909,0.72741,-0.024951,0.616981,0.68791,-0.030837,0.596082,0.730264,-0.010951,0.591964,0.668186,-0.028538,0.588214,0.625424,-0.034683,0.58886,0.593692,-0.038449,0.624749,0.749353,-0.01371,0.634753,0.700743,-0.037156,0.610106,0.74836,-0.032892,0.609057,0.777806,-0.021988,0.644901,0.776545,-0.01942,0.646351,0.745767,-0.045943,0.619233,0.785811,-0.033291,0.620102,0.806395,-0.017411,0.661092,0.808512,-0.025921,0.653505,0.784677,-0.044335,0.632645,0.811435,-0.036993,0.633843,0.827816,-0.027593,0,0,1
445,'2026/05/06 10:39:47:188',3,0.601268,0.879995,0,0.573526,0.843315,-0.01429,0.571526,0.775923,-0.022392,0.599478,0.727997,-0.030554,0.617197,0.689027,-0.038177,0.596951,0.729848,-0.012219,0.591958,0.666656,-0.030849,0.588217,0.623958,-0.037035,0.59005,0.59162,-0.0407,0.6257,0.749526,-0.014818,0.635394,0.702603,-0.039375,0.610254,0.750414,-0.034971,0.610815,0.777845,-0.023831,0.645708,0.776793,-0.020674,0.646497,0.74751,-0.048279,0.618202,0.787384,-0.035508,0.620227,0.806323,-0.019361,0.661425,0.808352,-0.027525,0.652898,0.786943,-0.045832,0.631603,0.813433,-0.038351,0.633762,0.828676,-0.028854,0,0,1
446,'2026/05/06 10:39:47:220',3,0.599571,0.880942,0,0.572316,0.84367,-0.012155,0.571284,0.777035,-0.018559,0.598398,0.730487,-0.025041,0.615792,0.691291,-0.031126,0.596005,0.730812,-0.011661,0.591983,0.667395,-0.029293,0.588201,0.624502,-0.03593,0.588757,0.592665,-0.040348,0.624895,0.750338,-0.01503,0.634551,0.701706,-0.039634,0.60999,0.749138,-0.036674,0.608037,0.779795,-0.026766,0.645248,0.777911,-0.021149,0.645585,0.746686,-0.048084,0.618522,0.787612,-0.035586,0.618906,0.809306,-0.019968,0.66144,0.810714,-0.028063,0.653056,0.786004,-0.047154,0.632381,0.813367,-0.04002,0.633854,0.83041,-0.030762,0,0,1
447,'2026/05/06 10:39:47:254',3,0.600302,0.881464,0,0.573424,0.845393,-0.012766,0.571346,0.777776,-0.02022,0.598618,0.729431,-0.027743,0.615598,0.689863,-0.034567,0.596543,0.730925,-0.0124,0.591467,0.668524,-0.030779,0.587403,0.625689,-0.036961,0.587993,0.593421,-0.040835,0.625495,0.749976,-0.015458,0.634897,0.702547,-0.039438,0.61003,0.751888,-0.034316,0.610364,0.77974,-0.022929,0.645772,0.777044,-0.021576,0.645421,0.748197,-0.047999,0.618351,0.78877,-0.034057,0.621091,0.807242,-0.0177,0.66197,0.809029,-0.028628,0.65161,0.78797,-0.046368,0.631521,0.814736,-0.038493,0.635234,0.82907,-0.029072,0,0,1
448,'2026/05/06 10:39:47:282',3,0.600309,0.880886,0,0.573832,0.843988,-0.013457,0.570699,0.778232,-0.021615,0.59797,0.729836,-0.029783,0.615763,0.691541,-0.037224,0.595842,0.729824,-0.012371,0.59029,0.667757,-0.031539,0.586059,0.625174,-0.038355,0.586237,0.59315,-0.042266,0.624505,0.748948,-0.015027,0.6325,0.702342,-0.039029,0.608837,0.750939,-0.033924,0.609587,0.778065,-0.022421,0.644523,0.77632,-0.020909,0.644364,0.747536,-0.047103,0.617934,0.787582,-0.033163,0.620568,0.805944,-0.016602,0.660253,0.808871,-0.027852,0.65078,0.788723,-0.045124,0.631145,0.814907,-0.037154,0.634623,0.828928,-0.02746,0,0,1
449,'2026/05/06 10:39:47:314',3,0.601276,0.882033,0,0.57275,0.845129,-0.014922,0.570722,0.778144,-0.022375,0.597653,0.729184,-0.029503,0.615653,0.6894,-0.035994,0.594863,0.73026,-0.012639,0.589755,0.666402,-0.030509,0.586007,0.623835,-0.036881,0.587248,0.590778,-0.041081,0.624135,0.7492,-0.014859,0.633879,0.70119,-0.03999,0.610963,0.750234,-0.037339,0.61002,0.779784,-0.027479,0.644862,0.776365,-0.0201,0.645673,0.747724,-0.04766,0.618887,0.789797,-0.035658,0.619913,0.80967,-0.020155,0.661219,0.80854,-0.026408,0.652645,0.787642,-0.045257,0.632189,0.815792,-0.038344,0.63418,0.831196,-0.029207,0,0,1
450,'2026/05/06 10:39:47:345',3,0.601276,0.882033,0,0.57275,0.845129,-0.014922,0.570722,0.778144,-0.022375,0.597653,0.729184,-0.029503,0.615653,0.6894,-0.035994,0.594863,0.73026,-0.012639,0.589755,0.666402,-0.030509,0.586007,0.623835,-0.036881,0.587248,0.590778,-0.041081,0.624135,0.7492,-0.014859,0.633879,0.70119,-0.03999,0.610963,0.750234,-0.037339,0.61002,0.779784,-0.027479,0.644862,0.776365,-0.0201,0.645673,0.747724,-0.04766,0.618887,0.789797,-0.035658,0.619913,0.80967,-0.020155,0.661219,0.80854,-0.026408,0.652645,0.787642,-0.045257,0.632189,0.815792,-0.038344,0.63418,0.831196,-0.029207,0,0,1
451,'2026/05/06 10:39:47:377',3,0.600466,0.88241,0,0.573283,0.84678,-0.013295,0.570718,0.778683,-0.020779,0.597903,0.72967,-0.028302,0.615567,0.690892,-0.035185,0.595144,0.731336,-0.012009,0.589914,0.668397,-0.030452,0.585017,0.626037,-0.036985,0.585395,0.593667,-0.041161,0.624268,0.750067,-0.01504,0.632394,0.702116,-0.039605,0.608543,0.751336,-0.035838,0.609011,0.779941,-0.025386,0.644827,0.777007,-0.021124,0.644194,0.746995,-0.04761,0.617338,0.788349,-0.034326,0.619562,0.807916,-0.018297,0.660889,0.808917,-0.028246,0.651382,0.786754,-0.046095,0.630902,0.813734,-0.038523,0.633622,0.828805,-0.029118,0,0,1
452,'2026/05/06 10:39:47:408',3,0.60047,0.88332,0,0.573285,0.845194,-0.013622,0.57084,0.779352,-0.021627,0.597731,0.731651,-0.029775,0.616027,0.692852,-0.037287,0.59491,0.732995,-0.011625,0.590045,0.669041,-0.029673,0.585688,0.626452,-0.035973,0.586177,0.593974,-0.039969,0.62361,0.751507,-0.014721,0.632469,0.703221,-0.039103,0.609431,0.751073,-0.035811,0.610019,0.779668,-0.025749,0.644336,0.778134,-0.020866,0.643837,0.748387,-0.046783,0.617373,0.788553,-0.033812,0.620031,0.807459,-0.018156,0.660656,0.809825,-0.02816,0.651046,0.787636,-0.045129,0.63106,0.813836,-0.037323,0.634318,0.828691,-0.027932,0,0,1
453,'2026/05/06 10:39:47:438',3,0.601465,0.883052,0,0.573141,0.846247,-0.01292,0.569824,0.779502,-0.020258,0.597842,0.731523,-0.027755,0.615605,0.693512,-0.034643,0.595411,0.732281,-0.011532,0.58994,0.668435,-0.03033,0.585617,0.62641,-0.036886,0.586538,0.59393,-0.040781,0.62421,0.751233,-0.014406,0.63327,0.703484,-0.039156,0.608679,0.752744,-0.034831,0.609102,0.780648,-0.023818,0.644343,0.777856,-0.020409,0.644942,0.748139,-0.047681,0.617145,0.788938,-0.034393,0.619188,0.808638,-0.018094,0.660448,0.809332,-0.027348,0.650917,0.78837,-0.045507,0.630551,0.815131,-0.038069,0.63356,0.830337,-0.028725,0,0,1
454,'2026/05/06 10:39:47:470',3,0.601371,0.883219,0,0.573176,0.847476,-0.012884,0.569998,0.779229,-0.020103,0.598255,0.730063,-0.027556,0.615793,0.69153,-0.034536,0.594597,0.732371,-0.011107,0.58941,0.668783,-0.028804,0.585352,0.62625,-0.03449,0.586409,0.594173,-0.037998,0.62352,0.751446,-0.014105,0.632156,0.703159,-0.038336,0.607905,0.752024,-0.034028,0.608163,0.780317,-0.023056,0.643869,0.778135,-0.020161,0.644008,0.747856,-0.046744,0.616945,0.78886,-0.03381,0.618815,0.808706,-0.017942,0.660154,0.809375,-0.027159,0.650824,0.787403,-0.045088,0.630492,0.814529,-0.037985,0.633137,0.829918,-0.028968,0,0,1
455,'2026/05/06 10:39:47:515',3,0.599829,0.885137,0,0.573246,0.848107,-0.012564,0.569908,0.781393,-0.020564,0.597041,0.73197,-0.028866,0.614163,0.692429,-0.036461,0.594484,0.731929,-0.011621,0.589823,0.6694,-0.030057,0.585487,0.62748,-0.036276,0.585903,0.595583,-0.040008,0.623428,0.751246,-0.014898,0.63119,0.703581,-0.037992,0.606721,0.753591,-0.03226,0.608186,0.780021,-0.020738,0.6438,0.779003,-0.021342,0.644065,0.748129,-0.046446,0.617104,0.788637,-0.031669,0.619502,0.807426,-0.015059,0.659658,0.811531,-0.028888,0.651403,0.789378,-0.045338,0.630503,0.815146,-0.03676,0.632318,0.829679,-0.026941,0,0,1
456,'2026/05/06 10:39:47:557',3,0.601152,0.885907,0,0.572993,0.848482,-0.013463,0.569385,0.780717,-0.021717,0.596171,0.731211,-0.030209,0.614542,0.692393,-0.038007,0.595112,0.73285,-0.011809,0.589777,0.66944,-0.030772,0.585891,0.626107,-0.036848,0.586649,0.593505,-0.040436,0.62459,0.752199,-0.01473,0.632782,0.703842,-0.039509,0.60779,0.754902,-0.034403,0.608859,0.783777,-0.022648,0.645009,0.779493,-0.020919,0.643935,0.750168,-0.048673,0.616411,0.792422,-0.035118,0.619354,0.812095,-0.018484,0.661145,0.811516,-0.02801,0.650301,0.789233,-0.046829,0.629755,0.817645,-0.039389,0.633129,0.833665,-0.029885,0,0,1
457,'2026/05/06 10:39:47:608',3,0.599225,0.883796,0,0.571767,0.847088,-0.012985,0.570057,0.780377,-0.020187,0.596873,0.732258,-0.02746,0.614356,0.692817,-0.034126,0.595079,0.733397,-0.011537,0.590301,0.669488,-0.02991,0.585865,0.626949,-0.036592,0.586371,0.594948,-0.04071,0.623549,0.75218,-0.014647,0.63301,0.703755,-0.038942,0.608398,0.751596,-0.035121,0.608212,0.780326,-0.024512,0.643747,0.779332,-0.020795,0.643893,0.749277,-0.047007,0.616348,0.789283,-0.033674,0.618343,0.808824,-0.01752,0.659662,0.811596,-0.027976,0.650973,0.788623,-0.045458,0.630096,0.814583,-0.037447,0.63261,0.829873,-0.027707,0,0,1
458,'2026/05/06 10:39:47:651',3,0.5986,0.887865,0,0.573079,0.846871,-0.012424,0.570498,0.782246,-0.020584,0.596362,0.733276,-0.029393,0.613813,0.693308,-0.037709,0.593589,0.735537,-0.008863,0.589105,0.672904,-0.026793,0.585424,0.628997,-0.032801,0.586737,0.595147,-0.036394,0.621444,0.75428,-0.012697,0.63056,0.703737,-0.036717,0.60673,0.752491,-0.032314,0.607658,0.780761,-0.021042,0.641742,0.781652,-0.019734,0.642599,0.748185,-0.045316,0.61629,0.789124,-0.031155,0.619026,0.808969,-0.014375,0.657511,0.814714,-0.027881,0.650819,0.788694,-0.043621,0.630302,0.814969,-0.034406,0.632289,0.83101,-0.023949,0,0,1
459,'2026/05/06 10:39:47:679',3,0.600142,0.884637,0,0.573091,0.844306,-0.014414,0.569906,0.779362,-0.022435,0.595501,0.731199,-0.030567,0.614023,0.691874,-0.038197,0.593989,0.731439,-0.011698,0.588564,0.666989,-0.030032,0.585605,0.624363,-0.036821,0.587316,0.592007,-0.041153,0.622654,0.750962,-0.014575,0.631963,0.703899,-0.039274,0.607895,0.753159,-0.036186,0.607269,0.781921,-0.026134,0.643427,0.779141,-0.020584,0.644085,0.74894,-0.048166,0.6169,0.790201,-0.035602,0.617989,0.810184,-0.019607,0.658806,0.812491,-0.027668,0.651698,0.788128,-0.046845,0.630544,0.815548,-0.03915,0.631517,0.83242,-0.029162,0,0,1
460,'2026/05/06 10:39:47:707',3,0.601001,0.883772,0,0.572625,0.847417,-0.013624,0.569349,0.779293,-0.021045,0.596565,0.729832,-0.028502,0.614606,0.690823,-0.035476,0.59441,0.732703,-0.012207,0.588262,0.667771,-0.030489,0.58454,0.625424,-0.036895,0.58552,0.593191,-0.04081,0.622859,0.752319,-0.014881,0.631558,0.705157,-0.039396,0.607812,0.754481,-0.035597,0.607595,0.782995,-0.025014,0.643372,0.779798,-0.020592,0.643311,0.75079,-0.047838,0.616012,0.792309,-0.035129,0.616973,0.812172,-0.019103,0.659651,0.811763,-0.027247,0.651059,0.789143,-0.045954,0.630038,0.816934,-0.038557,0.631431,0.833215,-0.028955,0,0,1
461,'2026/05/06 10:39:47:739',3,0.600698,0.883961,0,0.572039,0.848714,-0.011856,0.569266,0.781316,-0.018297,0.595813,0.732108,-0.024872,0.612741,0.692383,-0.031143,0.593544,0.734019,-0.011571,0.58888,0.669466,-0.029661,0.584803,0.626268,-0.036289,0.584914,0.593923,-0.040376,0.622102,0.753256,-0.014538,0.631324,0.703786,-0.037705,0.607047,0.752978,-0.032952,0.606612,0.782405,-0.021907,0.642229,0.780687,-0.020365,0.643754,0.748557,-0.046938,0.61675,0.790114,-0.03388,0.617708,0.811691,-0.017817,0.658553,0.812866,-0.026876,0.651335,0.788176,-0.046019,0.630154,0.815718,-0.038673,0.630712,0.833305,-0.029133,0,0,1
462,'2026/05/06 10:39:47:770',3,0.600698,0.883961,0,0.572039,0.848714,-0.011856,0.569266,0.781316,-0.018297,0.595813,0.732108,-0.024872,0.612741,0.692383,-0.031143,0.593544,0.734019,-0.011571,0.58888,0.669466,-0.029661,0.584803,0.626268,-0.036289,0.584914,0.593923,-0.040376,0.622102,0.753256,-0.014538,0.631324,0.703786,-0.037705,0.607047,0.752978,-0.032952,0.606612,0.782405,-0.021907,0.642229,0.780687,-0.020365,0.643754,0.748557,-0.046938,0.61675,0.790114,-0.03388,0.617708,0.811691,-0.017817,0.658553,0.812866,-0.026876,0.651335,0.788176,-0.046019,0.630154,0.815718,-0.038673,0.630712,0.833305,-0.029133,0,0,1
463,'2026/05/06 10:39:47:802',3,0.598901,0.886218,0,0.571819,0.846779,-0.012831,0.569935,0.781186,-0.020116,0.595342,0.733497,-0.027673,0.612935,0.694296,-0.034696,0.593706,0.733506,-0.010735,0.588682,0.669305,-0.029448,0.583971,0.626919,-0.036713,0.584523,0.594621,-0.041185,0.622149,0.752575,-0.01405,0.63115,0.704093,-0.038566,0.607496,0.752228,-0.035627,0.607636,0.781314,-0.0257,0.642764,0.780106,-0.020375,0.643189,0.748449,-0.047046,0.616172,0.789374,-0.034242,0.61793,0.810171,-0.018269,0.658855,0.813073,-0.027684,0.651148,0.788594,-0.045676,0.630151,0.815337,-0.037572,0.631606,0.832104,-0.027494,0,0,1
464,'2026/05/06 10:39:47:832',3,0.598617,0.885646,0,0.571644,0.84512,-0.014926,0.569479,0.780131,-0.023207,0.594631,0.732868,-0.031442,0.613442,0.693707,-0.039043,0.593229,0.732601,-0.012228,0.587892,0.667367,-0.030832,0.583962,0.624936,-0.038053,0.585172,0.592262,-0.042588,0.621683,0.752189,-0.014932,0.631749,0.704924,-0.04048,0.607979,0.751933,-0.038756,0.606911,0.78084,-0.029511,0.642138,0.780106,-0.020645,0.642838,0.750186,-0.048115,0.615276,0.790532,-0.036293,0.616409,0.81063,-0.020793,0.657776,0.813343,-0.027471,0.649426,0.789599,-0.045885,0.628951,0.816564,-0.038172,0.630907,0.833274,-0.02823,0,0,1
465,'2026/05/06 10:39:47:865',3,0.599412,0.884701,0,0.572186,0.845211,-0.014062,0.569889,0.779165,-0.021369,0.595459,0.730804,-0.028758,0.612568,0.690794,-0.035599,0.593825,0.7316,-0.011992,0.588532,0.665505,-0.030886,0.584587,0.623061,-0.038107,0.586048,0.590703,-0.04251,0.622474,0.751501,-0.014483,0.631924,0.704999,-0.039623,0.606883,0.754686,-0.0364,0.606306,0.784686,-0.026047,0.642844,0.779695,-0.020089,0.644073,0.749879,-0.04801,0.615949,0.790352,-0.035679,0.617335,0.810966,-0.019692,0.658537,0.812672,-0.026656,0.65111,0.790191,-0.045554,0.629459,0.816224,-0.037972,0.630525,0.832806,-0.02814,0,0,1
466,'2026/05/06 10:39:47:895',3,0.599669,0.884968,0,0.572105,0.846409,-0.014917,0.567604,0.780622,-0.023779,0.593435,0.732475,-0.032733,0.611875,0.69368,-0.04095,0.592928,0.730725,-0.012987,0.587319,0.666599,-0.03228,0.583704,0.624296,-0.039332,0.585291,0.591804,-0.043761,0.621717,0.750432,-0.015481,0.6299,0.703605,-0.040132,0.605934,0.754052,-0.036096,0.607147,0.781958,-0.025583,0.642472,0.7787,-0.021292,0.641949,0.749084,-0.048568,0.614588,0.790865,-0.03531,0.616681,0.810057,-0.019139,0.658311,0.811911,-0.028281,0.650025,0.788874,-0.04679,0.6287,0.815904,-0.039065,0.630225,0.831698,-0.029355,0,0,1
467,'2026/05/06 10:39:47:928',3,0.598624,0.884313,0,0.570825,0.847221,-0.013423,0.567435,0.780679,-0.021235,0.59395,0.732566,-0.029417,0.612665,0.693971,-0.037178,0.592912,0.732537,-0.010932,0.587496,0.668248,-0.029576,0.583174,0.625753,-0.036385,0.583913,0.593554,-0.040539,0.621382,0.752208,-0.01419,0.630638,0.704472,-0.038816,0.606839,0.75363,-0.03552,0.607533,0.782631,-0.025256,0.641623,0.780083,-0.020572,0.643146,0.74843,-0.048142,0.615475,0.790028,-0.035633,0.616921,0.810951,-0.019686,0.657496,0.813205,-0.027896,0.650726,0.78841,-0.046989,0.629016,0.815813,-0.039401,0.629566,0.833288,-0.029515,0,0,1
468,'2026/05/06 10:39:47:958',3,0.599114,0.885768,0,0.571404,0.847792,-0.014973,0.568112,0.781264,-0.023434,0.594151,0.732818,-0.031985,0.61269,0.694084,-0.039818,0.593573,0.733225,-0.012349,0.587889,0.66876,-0.031187,0.583731,0.625792,-0.037665,0.58482,0.593348,-0.041666,0.622564,0.75223,-0.014877,0.63101,0.705107,-0.039856,0.606887,0.754856,-0.036156,0.608059,0.783593,-0.025582,0.643334,0.779818,-0.020697,0.642434,0.750808,-0.047974,0.614879,0.792018,-0.03494,0.6174,0.811427,-0.018806,0.659269,0.812233,-0.027711,0.649488,0.789729,-0.04606,0.628908,0.816557,-0.038491,0.631932,0.832324,-0.028856,0,0,1
469,'2026/05/06 10:39:47:988',3,0.599678,0.885445,0,0.571265,0.849033,-0.012697,0.568856,0.781808,-0.019689,0.596696,0.733868,-0.026614,0.614807,0.695393,-0.032994,0.593191,0.734016,-0.012628,0.58841,0.670147,-0.031145,0.58403,0.626517,-0.038075,0.584166,0.593179,-0.042538,0.622438,0.753571,-0.015183,0.631784,0.706295,-0.039155,0.607453,0.756307,-0.034648,0.606975,0.78569,-0.023757,0.64274,0.780498,-0.020656,0.642986,0.751894,-0.047616,0.61575,0.793637,-0.034555,0.617413,0.813989,-0.018549,0.659231,0.812359,-0.026918,0.649009,0.7911,-0.045536,0.628721,0.819239,-0.03821,0.631595,0.835253,-0.028959,0,0,1
470,'2026/05/06 10:39:48:019',3,0.60015,0.885563,0,0.572167,0.848363,-0.012455,0.568195,0.781603,-0.019754,0.595119,0.73297,-0.027595,0.613003,0.693904,-0.035025,0.593035,0.732861,-0.010282,0.587601,0.668169,-0.028782,0.583668,0.625363,-0.035328,0.584969,0.593096,-0.03928,0.622069,0.752586,-0.013577,0.630691,0.70479,-0.037772,0.605857,0.754586,-0.033497,0.606714,0.783803,-0.022469,0.642492,0.78058,-0.019976,0.642962,0.749025,-0.047047,0.615005,0.790123,-0.034027,0.617114,0.810848,-0.017779,0.658579,0.813595,-0.027226,0.650125,0.789585,-0.045671,0.629169,0.816397,-0.03805,0.631379,0.833313,-0.028295,0,0,1
471,'2026/05/06 10:39:48:049',3,0.599472,0.888375,0,0.572433,0.850725,-0.013694,0.569952,0.784015,-0.021314,0.596455,0.734654,-0.028846,0.61378,0.694901,-0.035598,0.593265,0.735385,-0.012282,0.588577,0.671352,-0.030235,0.584006,0.628705,-0.036672,0.584484,0.595957,-0.040914,0.622542,0.754395,-0.015239,0.630962,0.706688,-0.039954,0.607543,0.755512,-0.036677,0.607406,0.785095,-0.026588,0.642995,0.781787,-0.021159,0.642533,0.752997,-0.047137,0.616099,0.793736,-0.033721,0.618108,0.813302,-0.017796,0.658885,0.814411,-0.028228,0.649389,0.793799,-0.045514,0.629167,0.82071,-0.037693,0.631943,0.835427,-0.028256,0,0,1
472,'2026/05/06 10:39:48:081',3,0.598598,0.886478,0,0.571114,0.847986,-0.012636,0.568946,0.781587,-0.019741,0.596208,0.733423,-0.026816,0.612978,0.6941,-0.033289,0.593127,0.734683,-0.012582,0.588011,0.670366,-0.032069,0.583728,0.627469,-0.039805,0.58408,0.595064,-0.044419,0.621755,0.754443,-0.015278,0.631126,0.705915,-0.039188,0.606125,0.754044,-0.034458,0.605585,0.782497,-0.023476,0.641856,0.782215,-0.021032,0.643323,0.75092,-0.04725,0.615459,0.790065,-0.033126,0.616506,0.810183,-0.016443,0.657688,0.814968,-0.027706,0.650953,0.791442,-0.045291,0.630111,0.816683,-0.036768,0.631552,0.832383,-0.026629,0,0,1
473,'2026/05/06 10:39:48:114',3,0.598923,0.886786,0,0.572414,0.8483,-0.01419,0.568691,0.781815,-0.022434,0.594145,0.733077,-0.030911,0.612642,0.694211,-0.038783,0.593401,0.732839,-0.01221,0.587406,0.667372,-0.031379,0.583493,0.624368,-0.038345,0.584871,0.591746,-0.04262,0.622038,0.752773,-0.015099,0.630407,0.705686,-0.03963,0.605611,0.755484,-0.035677,0.606819,0.783624,-0.025115,0.642755,0.781534,-0.021213,0.642883,0.750453,-0.048621,0.614821,0.791473,-0.035414,0.617152,0.811289,-0.019097,0.658132,0.814905,-0.028394,0.650386,0.790143,-0.047613,0.628482,0.816725,-0.03983,0.62989,0.833812,-0.029724,0,0,1
474,'2026/05/06 10:39:48:145',3,0.598923,0.886786,0,0.572414,0.8483,-0.01419,0.568691,0.781815,-0.022434,0.594145,0.733077,-0.030911,0.612642,0.694211,-0.038783,0.593401,0.732839,-0.01221,0.587406,0.667372,-0.031379,0.583493,0.624368,-0.038345,0.584871,0.591746,-0.04262,0.622038,0.752773,-0.015099,0.630407,0.705686,-0.03963,0.605611,0.755484,-0.035677,0.606819,0.783624,-0.025115,0.642755,0.781534,-0.021213,0.642883,0.750453,-0.048621,0.614821,0.791473,-0.035414,0.617152,0.811289,-0.019097,0.658132,0.814905,-0.028394,0.650386,0.790143,-0.047613,0.628482,0.816725,-0.03983,0.62989,0.833812,-0.029724,0,0,1
475,'2026/05/06 10:39:48:177',3,0.599027,0.887442,0,0.570678,0.848759,-0.015039,0.568986,0.782222,-0.022793,0.595199,0.734203,-0.030252,0.612598,0.693889,-0.037087,0.593288,0.734851,-0.01363,0.58822,0.669239,-0.031981,0.585003,0.625611,-0.038721,0.586113,0.591928,-0.043066,0.622368,0.754345,-0.015734,0.631967,0.707069,-0.041345,0.608031,0.756324,-0.038503,0.606472,0.78592,-0.028349,0.642997,0.781563,-0.020836,0.642726,0.753435,-0.04921,0.615702,0.79542,-0.037357,0.616896,0.815366,-0.021696,0.659267,0.813412,-0.026924,0.649635,0.792089,-0.046372,0.629259,0.820355,-0.039438,0.631566,0.83632,-0.03015,0,0,1
476,'2026/05/06 10:39:48:209',3,0.598822,0.886751,0,0.571466,0.847236,-0.014917,0.567906,0.781215,-0.022957,0.593805,0.733621,-0.030961,0.61213,0.69528,-0.038243,0.592085,0.733518,-0.012287,0.586714,0.668119,-0.030828,0.582664,0.62562,-0.03781,0.583847,0.592771,-0.042293,0.620628,0.752574,-0.014848,0.629942,0.70569,-0.040338,0.606235,0.754458,-0.037952,0.605359,0.783478,-0.028269,0.641158,0.77998,-0.020531,0.64122,0.751101,-0.048198,0.614015,0.792669,-0.036076,0.614987,0.812721,-0.020359,0.657025,0.812692,-0.027367,0.648581,0.790417,-0.04627,0.628071,0.817748,-0.039096,0.629853,0.833763,-0.02955,0,0,1
477,'2026/05/06 10:39:48:239',3,0.5999,0.888361,0,0.571417,0.848599,-0.016829,0.568311,0.782219,-0.025434,0.593568,0.732495,-0.033578,0.611844,0.692234,-0.040829,0.593042,0.733919,-0.014725,0.587549,0.667363,-0.034402,0.584457,0.623711,-0.041858,0.585525,0.589445,-0.046634,0.622281,0.752896,-0.015985,0.629884,0.705384,-0.041583,0.606599,0.757366,-0.038049,0.606588,0.786866,-0.027719,0.643454,0.780401,-0.020646,0.642042,0.752528,-0.049556,0.615264,0.796337,-0.036784,0.617231,0.815392,-0.02054,0.659595,0.812444,-0.026533,0.650115,0.791105,-0.046673,0.629269,0.82051,-0.039545,0.631694,0.836206,-0.030071,0,0,1
478,'2026/05/06 10:39:48:270',3,0.598736,0.888986,0,0.57159,0.847207,-0.016691,0.567775,0.783021,-0.026744,0.592779,0.734949,-0.036789,0.612957,0.696362,-0.045916,0.592384,0.733477,-0.012441,0.586486,0.668239,-0.031972,0.582696,0.624639,-0.039079,0.584623,0.591145,-0.043513,0.621653,0.752443,-0.0146,0.630007,0.705203,-0.040399,0.606129,0.755425,-0.037406,0.607314,0.784343,-0.027158,0.642846,0.780298,-0.020253,0.642098,0.751067,-0.048334,0.61454,0.793602,-0.035483,0.617278,0.813247,-0.0192,0.65882,0.813408,-0.027294,0.649159,0.790981,-0.045945,0.628304,0.818991,-0.038155,0.631219,0.834922,-0.028157,0,0,1
479,'2026/05/06 10:39:48:301',3,0.599377,0.889717,0,0.571891,0.851973,-0.012678,0.568353,0.783682,-0.01915,0.595335,0.734461,-0.025855,0.612567,0.695071,-0.031864,0.590879,0.7351,-0.010547,0.58593,0.670268,-0.027931,0.582105,0.62835,-0.034048,0.582979,0.59515,-0.038188,0.619993,0.753464,-0.01401,0.628799,0.706242,-0.03865,0.606283,0.756337,-0.035685,0.605861,0.785198,-0.025954,0.641092,0.779823,-0.020391,0.641371,0.751441,-0.046832,0.615684,0.793681,-0.033538,0.617082,0.81309,-0.017644,0.657709,0.811629,-0.027842,0.649099,0.790023,-0.045549,0.628751,0.817926,-0.037638,0.630531,0.832824,-0.028117,0,0,1
