@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
364,'2026/05/14 11:50:46:080',2,0.764567,0.756403,-0.000001,0.713553,0.54195,-0.06174,0.706055,0.569037,-0.018053,0.70813,0.609009,-0.053596,0.745372,0.573031,-0.015936,0.740996,0.62357,-0.03743,0.784482,0.582473,-0.019562,0.768175,0.629398,-0.01852,0.822663,0.600386,-0.025716,0.802279,0.6302,-0.015855,0,1,0
365,'2026/05/14 11:50:46:111',2,0.763185,0.757724,-0.000001,0.711629,0.541404,-0.063854,0.705399,0.568946,-0.019296,0.707574,0.609806,-0.052315,0.744875,0.572778,-0.017532,0.740238,0.623583,-0.038075,0.784206,0.582355,-0.021426,0.767164,0.630032,-0.020371,0.82192,0.600489,-0.027812,0.801234,0.63079,-0.018217,0,1,0
366,'2026/05/14 11:50:46:149',2,0.763953,0.757773,-0.000001,0.711602,0.540646,-0.060186,0.70459,0.571182,-0.01639,0.707085,0.6095,-0.04916,0.744158,0.574569,-0.014352,0.73963,0.623272,-0.035247,0.783238,0.583637,-0.018027,0.766581,0.629829,-0.01718,0.821186,0.601344,-0.024176,0.800812,0.631245,-0.014379,0,1,0
367,'2026/05/14 11:50:46:173',2,0.764608,0.755117,-0.000001,0.711656,0.541195,-0.062247,0.707616,0.566294,-0.016708,0.708736,0.609745,-0.05241,0.746405,0.570768,-0.015508,0.741395,0.623271,-0.037309,0.785198,0.580685,-0.02,0.768302,0.629372,-0.017729,0.823004,0.599593,-0.027003,0.801152,0.629509,-0.01453,0,1,0
368,'2026/05/14 11:50:46:209',2,0.764169,0.757846,-0.000001,0.710196,0.540457,-0.065249,0.706721,0.567602,-0.017912,0.707735,0.606705,-0.054669,0.745656,0.572987,-0.016349,0.740867,0.62117,-0.038325,0.784622,0.583006,-0.020675,0.768392,0.628404,-0.019915,0.822151,0.600562,-0.02748,0.802034,0.630459,-0.016579,0,1,0
369,'2026/05/14 11:50:46:267',2,0.763945,0.757248,-0.000001,0.711383,0.54101,-0.063207,0.705004,0.568245,-0.019372,0.707259,0.607011,-0.053687,0.744733,0.572422,-0.017208,0.740213,0.621964,-0.038034,0.784154,0.582216,-0.020757,0.767448,0.629019,-0.019991,0.822113,0.600168,-0.026793,0.801669,0.630371,-0.017512,0,1,0
370,'2026/05/14 11:50:46:298',2,0.763101,0.755892,-0.000001,0.711477,0.541084,-0.064223,0.705734,0.565341,-0.020876,0.707492,0.607999,-0.0534,0.745623,0.569906,-0.018651,0.741035,0.622623,-0.038282,0.7853,0.580439,-0.022046,0.768306,0.629019,-0.020893,0.823249,0.599056,-0.027946,0.802134,0.629886,-0.018774,0,1,0
371,'2026/05/14 11:50:46:332',2,0.765441,0.758049,-0.000001,0.713973,0.541665,-0.061813,0.70781,0.570675,-0.015513,0.707769,0.610406,-0.051234,0.74703,0.575106,-0.013476,0.741346,0.62408,-0.034963,0.785925,0.584476,-0.017379,0.768721,0.629925,-0.016187,0.823584,0.601943,-0.023826,0.802558,0.630355,-0.012879,0,1,0
372,'2026/05/14 11:50:46:361',2,0.763328,0.754924,-0.000001,0.711869,0.541237,-0.063453,0.705699,0.568038,-0.020095,0.708236,0.608088,-0.053496,0.745553,0.572231,-0.017312,0.740661,0.621696,-0.038659,0.785131,0.582023,-0.020244,0.76836,0.628376,-0.02022,0.823336,0.59996,-0.025728,0.803097,0.630321,-0.017361,0,1,0
373,'2026/05/14 11:50:46:397',2,0.764234,0.758904,-0.000001,0.712492,0.53937,-0.064937,0.708818,0.566907,-0.017549,0.708865,0.608255,-0.053462,0.747864,0.572295,-0.016456,0.742612,0.623735,-0.038978,0.787143,0.582852,-0.021176,0.770005,0.630594,-0.020688,0.824765,0.60145,-0.028334,0.803334,0.631588,-0.01737,0,1,0
374,'2026/05/14 11:50:46:424',2,0.765113,0.760266,-0.000001,0.714042,0.541499,-0.064529,0.70857,0.570205,-0.016946,0.709231,0.608487,-0.053334,0.747572,0.57542,-0.01513,0.742228,0.623313,-0.03705,0.7866,0.585335,-0.019225,0.769503,0.630297,-0.018604,0.824366,0.603039,-0.025798,0.803607,0.631508,-0.01486,0,1,0
375,'2026/05/14 11:50:46:456',2,0.76541,0.759405,-0.000001,0.714813,0.543321,-0.064242,0.709646,0.567244,-0.017582,0.709892,0.607878,-0.053937,0.748632,0.573122,-0.015854,0.743809,0.62341,-0.037547,0.787668,0.583758,-0.020022,0.771052,0.629789,-0.018598,0.825567,0.602301,-0.026743,0.804436,0.631053,-0.015067,0,1,0
376,'2026/05/14 11:50:46:486',2,0.76489,0.761485,-0.000001,0.714929,0.540671,-0.061382,0.709247,0.570439,-0.013117,0.709454,0.610026,-0.050642,0.747946,0.576006,-0.012166,0.74225,0.623836,-0.035243,0.786892,0.586214,-0.017259,0.769749,0.631851,-0.01656,0.824863,0.604552,-0.024781,0.804213,0.632406,-0.012799,0,1,0
377,'2026/05/14 11:50:46:517',2,0.765619,0.761103,-0.000001,0.71509,0.541299,-0.065144,0.710045,0.56842,-0.016486,0.709915,0.609789,-0.053132,0.749139,0.574304,-0.014564,0.743596,0.62361,-0.037445,0.788131,0.584922,-0.01867,0.771229,0.629722,-0.017764,0.825713,0.603386,-0.02538,0.80487,0.63154,-0.01378,0,1,0
378,'2026/05/14 11:50:46:547',2,0.765375,0.760685,-0.000001,0.715583,0.541029,-0.063556,0.709116,0.570266,-0.015399,0.70945,0.609883,-0.050104,0.748601,0.575497,-0.013223,0.742942,0.623913,-0.034563,0.787919,0.585574,-0.017111,0.770686,0.630772,-0.01618,0.825879,0.603575,-0.023501,0.805643,0.631835,-0.011979,0,1,0
379,'2026/05/14 11:50:46:578',2,0.765099,0.760396,-0.000001,0.716463,0.542319,-0.063669,0.708813,0.57092,-0.016491,0.709417,0.609965,-0.050619,0.748269,0.57584,-0.014555,0.742832,0.623553,-0.035166,0.787448,0.585903,-0.01859,0.770563,0.630784,-0.017317,0.825356,0.604049,-0.025146,0.805187,0.632017,-0.014003,0,1,0
380,'2026/05/14 11:50:46:608',2,0.764841,0.759075,-0.000001,0.715182,0.542587,-0.065664,0.708346,0.569363,-0.020027,0.709816,0.611688,-0.053063,0.748043,0.574113,-0.017929,0.742967,0.624227,-0.03857,0.787425,0.584316,-0.021649,0.77028,0.631322,-0.020842,0.825209,0.602843,-0.027928,0.804585,0.632818,-0.018215,0,1,0
381,'2026/05/14 11:50:46:658',2,0.766272,0.759701,-0.000001,0.715883,0.540432,-0.062415,0.708557,0.571301,-0.017278,0.710233,0.6121,-0.052405,0.748258,0.575698,-0.014806,0.743648,0.624413,-0.036037,0.787599,0.585102,-0.018388,0.771462,0.630438,-0.017475,0.825734,0.602765,-0.02459,0.805773,0.631237,-0.01473,0,1,0
382,'2026/05/14 11:50:46:687',2,0.764224,0.759151,-0.000001,0.713433,0.54217,-0.064806,0.708388,0.566008,-0.018678,0.709861,0.608965,-0.052626,0.747995,0.570701,-0.016955,0.743499,0.622711,-0.038139,0.787657,0.581473,-0.021018,0.770791,0.62976,-0.020463,0.825526,0.600685,-0.027642,0.804553,0.631654,-0.017744,0,1,0
383,'2026/05/14 11:50:46:718',2,0.765519,0.760669,-0.000001,0.715884,0.542553,-0.063802,0.708967,0.571034,-0.016691,0.710331,0.610619,-0.051791,0.748426,0.575815,-0.014894,0.743776,0.624578,-0.035927,0.787797,0.585701,-0.019038,0.771065,0.631239,-0.018056,0.825653,0.603803,-0.025706,0.805049,0.631644,-0.014924,0,1,0
384,'2026/05/14 11:50:46:752',2,0.765399,0.761464,-0.000001,0.716637,0.542439,-0.062752,0.70982,0.56943,-0.017675,0.710665,0.608199,-0.052238,0.748928,0.57483,-0.015578,0.743582,0.623158,-0.03593,0.788117,0.585192,-0.019358,0.770729,0.630022,-0.017782,0.825701,0.603472,-0.025637,0.805509,0.631182,-0.014336,0,1,0
385,'2026/05/14 11:50:46:782',2,0.764827,0.760614,-0.000001,0.716654,0.541188,-0.06424,0.710408,0.567988,-0.017192,0.710369,0.608182,-0.053397,0.749391,0.573879,-0.015557,0.744037,0.623366,-0.036663,0.788508,0.584728,-0.019824,0.771398,0.630181,-0.01804,0.826226,0.603423,-0.02662,0.805155,0.631569,-0.01449,0,1,0
386,'2026/05/14 11:50:46:812',2,0.764962,0.759249,-0.000001,0.713779,0.540449,-0.064165,0.710541,0.566374,-0.017859,0.711215,0.60944,-0.053376,0.749424,0.572087,-0.016621,0.7446,0.623202,-0.038473,0.788475,0.582984,-0.021192,0.771461,0.629968,-0.01976,0.826055,0.602038,-0.0283,0.80441,0.631555,-0.016783,0,1,0
387,'2026/05/14 11:50:46:845',2,0.764995,0.759315,-0.000001,0.717188,0.540825,-0.064768,0.708723,0.568188,-0.018613,0.709928,0.609411,-0.051743,0.748567,0.57257,-0.016469,0.743149,0.623342,-0.036801,0.787958,0.582905,-0.020101,0.770445,0.629316,-0.018647,0.825745,0.602011,-0.026259,0.804638,0.630362,-0.01567,0,1,0
388,'2026/05/14 11:50:46:879',2,0.765263,0.756202,-0.000001,0.714356,0.54038,-0.06155,0.708852,0.564581,-0.018282,0.709815,0.608447,-0.05196,0.748335,0.569342,-0.016347,0.743453,0.622289,-0.03641,0.787758,0.579903,-0.020057,0.770684,0.62853,-0.018112,0.825416,0.598897,-0.026283,0.804356,0.629595,-0.0152,0,1,0
389,'2026/05/14 11:50:46:912',2,0.764886,0.75864,-0.000001,0.715401,0.541471,-0.063084,0.709565,0.568522,-0.016522,0.710177,0.608357,-0.052005,0.748755,0.573224,-0.014834,0.74324,0.622657,-0.035801,0.787801,0.583208,-0.01904,0.770323,0.629432,-0.017086,0.825298,0.601658,-0.02582,0.804323,0.62973,-0.013988,0,1,0
390,'2026/05/14 11:50:46:950',2,0.764761,0.760331,-0.000001,0.714048,0.539065,-0.064201,0.709017,0.567179,-0.015321,0.709685,0.608201,-0.052773,0.747743,0.572418,-0.013629,0.742366,0.621716,-0.03668,0.786694,0.582931,-0.017833,0.769717,0.628548,-0.016751,0.824456,0.601765,-0.024573,0.803643,0.629229,-0.011955,0,1,0
391,'2026/05/14 11:50:46:981',2,0.764551,0.757689,-0.000001,0.713877,0.540385,-0.065735,0.708067,0.566041,-0.019591,0.709535,0.607356,-0.055112,0.747172,0.571113,-0.01795,0.742717,0.621983,-0.038971,0.786421,0.581628,-0.022037,0.769782,0.628788,-0.020342,0.824128,0.600346,-0.028652,0.802974,0.629924,-0.017245,0,1,0
392,'2026/05/14 11:50:47:005',2,0.763973,0.758077,-0.000001,0.713814,0.538966,-0.06205,0.707198,0.571345,-0.017177,0.708731,0.612043,-0.050401,0.746608,0.57543,-0.014962,0.741466,0.623135,-0.034701,0.785691,0.584586,-0.018766,0.768462,0.629927,-0.017717,0.82347,0.602238,-0.025144,0.802677,0.629737,-0.015536,0,1,0
393,'2026/05/14 11:50:47:057',2,0.764575,0.756919,-0.000001,0.714216,0.540002,-0.062472,0.707798,0.568532,-0.016906,0.710131,0.608034,-0.050812,0.747028,0.573067,-0.015318,0.742531,0.622506,-0.036813,0.786082,0.583046,-0.01945,0.769297,0.629633,-0.017982,0.823822,0.60173,-0.026091,0.80296,0.630216,-0.014932,0,1,0
394,'2026/05/14 11:50:47:089',2,0.764199,0.759279,-0.000001,0.715347,0.539591,-0.062144,0.707072,0.568954,-0.016577,0.707767,0.606335,-0.051282,0.74644,0.573827,-0.014447,0.740958,0.621091,-0.035173,0.785744,0.58397,-0.018213,0.768671,0.628387,-0.017254,0.823561,0.60192,-0.024445,0.803656,0.63016,-0.01388,0,1,0
395,'2026/05/14 11:50:47:122',2,0.764339,0.754539,-0.000001,0.715106,0.539801,-0.063316,0.706507,0.56755,-0.020961,0.70967,0.610561,-0.051986,0.746493,0.571092,-0.018384,0.741925,0.622615,-0.03798,0.785878,0.580793,-0.021433,0.76864,0.628874,-0.020205,0.823683,0.599451,-0.027065,0.802677,0.630049,-0.018728,0,1,0
396,'2026/05/14 11:50:47:151',2,0.763559,0.758527,-0.000001,0.714932,0.539318,-0.064522,0.708042,0.56917,-0.016606,0.708929,0.608438,-0.051543,0.747347,0.573884,-0.014566,0.741984,0.62169,-0.035619,0.786493,0.583904,-0.01856,0.769203,0.628913,-0.018036,0.82426,0.60205,-0.02507,0.80383,0.629575,-0.014447,0,1,0
397,'2026/05/14 11:50:47:183',2,0.764084,0.758332,-0.000001,0.715264,0.539552,-0.06541,0.708234,0.568513,-0.017725,0.709422,0.608382,-0.053783,0.747724,0.573354,-0.015487,0.742771,0.621511,-0.03698,0.786844,0.583391,-0.019396,0.769819,0.628459,-0.019051,0.824466,0.601591,-0.025914,0.803815,0.629442,-0.015795,0,1,0
398,'2026/05/14 11:50:47:214',2,0.764882,0.755448,-0.000001,0.711791,0.539037,-0.059602,0.70794,0.563329,-0.016267,0.708938,0.60504,-0.049503,0.746973,0.56884,-0.015053,0.741687,0.619126,-0.034922,0.786179,0.579534,-0.019412,0.768896,0.626977,-0.017157,0.824112,0.598308,-0.026195,0.803151,0.62838,-0.014328,0,1,0
399,'2026/05/14 11:50:47:246',2,0.764297,0.755465,-0.000001,0.711254,0.538572,-0.059704,0.706583,0.567048,-0.018642,0.709672,0.607187,-0.051928,0.746281,0.570964,-0.016658,0.741574,0.619683,-0.036415,0.785705,0.580639,-0.020321,0.768505,0.627377,-0.019115,0.823651,0.59872,-0.026432,0.802499,0.628241,-0.016457,0,1,0
400,'2026/05/14 11:50:47:279',2,0.763236,0.755199,-0.000001,0.713709,0.538002,-0.063597,0.706133,0.566777,-0.019563,0.709469,0.607305,-0.054287,0.746131,0.570665,-0.017222,0.742004,0.620058,-0.037973,0.785428,0.580376,-0.020759,0.76886,0.626872,-0.019688,0.823245,0.598702,-0.026889,0.802524,0.627475,-0.017376,0,1,0
401,'2026/05/14 11:50:47:309',2,0.76342,0.754935,-0.000001,0.713693,0.538206,-0.0627,0.707365,0.568668,-0.017586,0.70821,0.608762,-0.051616,0.746615,0.573128,-0.015742,0.740782,0.620683,-0.035545,0.785512,0.582828,-0.01977,0.768471,0.627963,-0.017499,0.823117,0.601023,-0.026372,0.802194,0.628861,-0.015246,0,1,0
402,'2026/05/14 11:50:47:342',2,0.763195,0.751233,-0.000001,0.713232,0.538039,-0.063526,0.706325,0.564102,-0.021159,0.709085,0.60533,-0.054319,0.74603,0.567894,-0.018661,0.741515,0.618582,-0.039042,0.785202,0.577638,-0.021809,0.76868,0.625158,-0.02047,0.823267,0.596107,-0.02752,0.802259,0.626719,-0.018066,0,1,0
403,'2026/05/14 11:50:47:373',2,0.764106,0.751654,-0.000001,0.713379,0.539023,-0.062211,0.70649,0.563502,-0.020627,0.709025,0.605203,-0.052807,0.746403,0.567164,-0.018258,0.741498,0.619338,-0.037445,0.785831,0.576987,-0.021338,0.768562,0.62617,-0.019059,0.823774,0.595747,-0.026935,0.802472,0.626641,-0.016769,0,1,0
404,'2026/05/14 11:50:47:411',2,0.76486,0.753083,-0.000001,0.711532,0.53645,-0.059738,0.706697,0.562236,-0.018194,0.708481,0.605675,-0.048791,0.746118,0.565951,-0.016601,0.741638,0.618317,-0.035999,0.785657,0.575827,-0.02039,0.768492,0.625545,-0.018646,0.823411,0.594388,-0.026585,0.802755,0.626586,-0.016145,0,1,0
405,'2026/05/14 11:50:47:457',2,0.762699,0.753942,-0.000001,0.715093,0.537213,-0.064023,0.706978,0.568659,-0.020396,0.70779,0.608407,-0.050729,0.746642,0.572161,-0.017352,0.740941,0.620177,-0.035659,0.785511,0.581643,-0.0201,0.768274,0.626662,-0.018352,0.822833,0.59993,-0.025463,0.802245,0.627543,-0.016551,0,1,0
406,'2026/05/14 11:50:47:486',2,0.76333,0.753248,-0.000001,0.71401,0.537787,-0.061406,0.706743,0.565599,-0.019818,0.708658,0.606485,-0.051687,0.746226,0.569932,-0.017812,0.741541,0.619719,-0.037358,0.785462,0.579684,-0.021369,0.768346,0.626292,-0.019349,0.823229,0.597969,-0.027437,0.801857,0.62723,-0.017499,0,1,0
407,'2026/05/14 11:50:47:521',2,0.764091,0.753438,-0.000001,0.714438,0.537004,-0.063805,0.708149,0.56373,-0.018653,0.709131,0.60574,-0.052251,0.747503,0.568628,-0.016611,0.74243,0.619581,-0.037286,0.786544,0.579016,-0.020333,0.76934,0.625126,-0.018601,0.824197,0.597768,-0.026649,0.802025,0.626743,-0.016349,0,1,0
408,'2026/05/14 11:50:47:560',2,0.764773,0.754881,-0.000001,0.715856,0.53861,-0.061707,0.708443,0.569001,-0.01547,0.709474,0.610354,-0.051124,0.747596,0.572824,-0.013826,0.742226,0.621867,-0.035166,0.786222,0.581866,-0.018226,0.769305,0.628001,-0.016612,0.823758,0.599725,-0.025247,0.802517,0.627655,-0.01407,0,1,0
409,'2026/05/14 11:50:47:593',2,0.764805,0.752924,-0.000001,0.713009,0.53878,-0.060415,0.705847,0.56068,-0.020261,0.708681,0.604194,-0.050066,0.745683,0.564672,-0.0177,0.740893,0.617706,-0.035849,0.785245,0.57491,-0.020515,0.768436,0.625124,-0.018512,0.823108,0.593866,-0.025823,0.802538,0.62752,-0.016614,0,1,0
410,'2026/05/14 11:50:47:623',2,0.763777,0.755671,-0.000001,0.713572,0.537804,-0.062182,0.707326,0.564328,-0.017622,0.710095,0.605992,-0.05145,0.747032,0.568343,-0.015156,0.742868,0.618769,-0.035281,0.78632,0.578422,-0.01858,0.769582,0.626231,-0.017855,0.824309,0.597243,-0.024603,0.802865,0.62685,-0.015085,0,1,0
411,'2026/05/14 11:50:47:657',2,0.764423,0.758415,-0.000001,0.715113,0.535989,-0.061601,0.707569,0.568384,-0.01687,0.710004,0.60886,-0.04994,0.747606,0.572341,-0.01384,0.742329,0.619656,-0.033528,0.786735,0.582034,-0.017056,0.768784,0.627958,-0.016037,0.824239,0.600205,-0.022969,0.801986,0.628182,-0.013687,0,1,0
412,'2026/05/14 11:50:47:685',2,0.766003,0.757612,-0.000001,0.717627,0.538924,-0.063308,0.709394,0.567201,-0.016484,0.711349,0.608379,-0.053144,0.748565,0.571439,-0.014838,0.74422,0.62147,-0.036762,0.7873,0.581206,-0.01923,0.770817,0.628128,-0.017625,0.82488,0.600032,-0.026255,0.804282,0.628822,-0.014529,0,1,0
413,'2026/05/14 11:50:47:716',2,0.764985,0.75625,-0.000001,0.715501,0.539348,-0.063584,0.709321,0.564988,-0.018468,0.71025,0.606907,-0.053326,0.748696,0.570154,-0.016534,0.743594,0.620577,-0.0372,0.788,0.580904,-0.02036,0.770958,0.62772,-0.018136,0.825529,0.599995,-0.026728,0.804405,0.629065,-0.014769,0,1,0
414,'2026/05/14 11:50:47:746',2,0.76553,0.758798,-0.000001,0.718328,0.53899,-0.060035,0.709132,0.569516,-0.012706,0.710315,0.611395,-0.049328,0.74851,0.573891,-0.011339,0.74381,0.62333,-0.033346,0.787473,0.583597,-0.016123,0.771051,0.629438,-0.014889,0.82537,0.602112,-0.023485,0.804568,0.629166,-0.011551,0,1,0
415,'2026/05/14 11:50:47:778',2,0.765926,0.756127,-0.000001,0.714734,0.54099,-0.062236,0.708825,0.566588,-0.01777,0.71152,0.607513,-0.052049,0.748423,0.571031,-0.015975,0.743902,0.621419,-0.037171,0.787951,0.581153,-0.019867,0.770496,0.629026,-0.018856,0.825854,0.599803,-0.026263,0.80396,0.630445,-0.01606,0,1,0
416,'2026/05/14 11:50:47:810',2,0.765863,0.759772,-0.000001,0.717354,0.539438,-0.062272,0.709549,0.570985,-0.014156,0.710983,0.610934,-0.050314,0.749006,0.575079,-0.012342,0.744601,0.623439,-0.034092,0.788251,0.584371,-0.016733,0.771541,0.630014,-0.016509,0.826075,0.601967,-0.023698,0.805867,0.62975,-0.013384,0,1,0
417,'2026/05/14 11:50:47:856',2,0.766138,0.759687,-0.000001,0.717265,0.540834,-0.062216,0.709545,0.571368,-0.015902,0.711522,0.612281,-0.050349,0.749085,0.575436,-0.014229,0.744235,0.624347,-0.034942,0.788287,0.584973,-0.018537,0.771079,0.631408,-0.017408,0.82629,0.603369,-0.025394,0.804974,0.63096,-0.014811,0,1,0
418,'2026/05/14 11:50:47:888',2,0.765822,0.758353,-0.000001,0.715978,0.54192,-0.063253,0.710086,0.567177,-0.018459,0.711588,0.610074,-0.053254,0.74941,0.572805,-0.016843,0.744573,0.622924,-0.038684,0.78873,0.58351,-0.020952,0.77193,0.629867,-0.019817,0.826769,0.602774,-0.027581,0.805878,0.631823,-0.01658,0,1,0
419,'2026/05/14 11:50:47:920',2,0.766156,0.75897,-0.000001,0.716416,0.540867,-0.062515,0.707753,0.565758,-0.020599,0.711694,0.608716,-0.054291,0.748175,0.570772,-0.018147,0.74391,0.620968,-0.038435,0.788101,0.581486,-0.021387,0.771129,0.629459,-0.020393,0.826339,0.600738,-0.027189,0.805515,0.632957,-0.018706,0,1,0
420,'2026/05/14 11:50:47:951',2,0.766476,0.756839,-0.000001,0.7147,0.540917,-0.062908,0.709031,0.563364,-0.021164,0.712682,0.60947,-0.052526,0.749774,0.567974,-0.019194,0.744899,0.621816,-0.038099,0.790095,0.578791,-0.022739,0.772281,0.630329,-0.02077,0.828485,0.598454,-0.028783,0.805748,0.632871,-0.019088,0,1,0
421,'2026/05/14 11:50:47:983',2,0.766096,0.758463,-0.000001,0.717532,0.540532,-0.063865,0.709081,0.566375,-0.020674,0.712454,0.609794,-0.054941,0.749274,0.571002,-0.018016,0.745006,0.621613,-0.03869,0.789007,0.581388,-0.021242,0.772567,0.628626,-0.02021,0.827245,0.600276,-0.027149,0.806503,0.632161,-0.018503,0,1,0
422,'2026/05/14 11:50:48:015',2,0.767735,0.757707,-0.000001,0.715357,0.541574,-0.061413,0.709736,0.565974,-0.019452,0.712451,0.608917,-0.050721,0.750194,0.570346,-0.01748,0.745686,0.621447,-0.035995,0.790103,0.580911,-0.021127,0.772726,0.630357,-0.019369,0.828161,0.60014,-0.027277,0.806188,0.633184,-0.017253,0,1,0
423,'2026/05/14 11:50:48:047',2,0.768139,0.760345,-0.000001,0.719347,0.541465,-0.061993,0.711476,0.569195,-0.016148,0.713553,0.611275,-0.051482,0.751065,0.574135,-0.014461,0.746491,0.623306,-0.035474,0.790318,0.584475,-0.018814,0.773216,0.631086,-0.017327,0.828217,0.603449,-0.025764,0.806664,0.632387,-0.014337,0,1,0
424,'2026/05/14 11:50:48:079',2,0.768765,0.758056,-0.000001,0.717459,0.540503,-0.062452,0.711516,0.565962,-0.018596,0.713324,0.609816,-0.054129,0.750909,0.570723,-0.017313,0.746893,0.623086,-0.038581,0.790386,0.581095,-0.021765,0.773977,0.630614,-0.019464,0.82851,0.600141,-0.028815,0.806908,0.632506,-0.01736,0,1,0
425,'2026/05/14 11:50:48:110',2,0.768473,0.760199,-0.000001,0.716551,0.54088,-0.060917,0.711453,0.563844,-0.017028,0.711635,0.607767,-0.051042,0.750862,0.570439,-0.015934,0.746135,0.622195,-0.037032,0.790559,0.581848,-0.020547,0.77385,0.630532,-0.019107,0.828785,0.601112,-0.027618,0.806478,0.632432,-0.015829,0,1,0
426,'2026/05/14 11:50:48:143',2,0.767854,0.760043,-0.000001,0.71946,0.541135,-0.059775,0.71123,0.566921,-0.015793,0.71353,0.609958,-0.050747,0.750837,0.571488,-0.014686,0.7467,0.623041,-0.035898,0.790442,0.581948,-0.019327,0.773518,0.630249,-0.017493,0.828603,0.601235,-0.026452,0.807229,0.631902,-0.014818,0,1,0
427,'2026/05/14 11:50:48:173',2,0.767536,0.758337,-0.000001,0.717865,0.541913,-0.060715,0.712233,0.565081,-0.017147,0.712701,0.608234,-0.050947,0.751404,0.570615,-0.016461,0.746819,0.622375,-0.037299,0.790843,0.58174,-0.021436,0.774005,0.629895,-0.019721,0.828883,0.601047,-0.028866,0.80698,0.631781,-0.017137,0,1,0
428,'2026/05/14 11:50:48:207',2,0.767652,0.760032,-0.000001,0.717704,0.54086,-0.060828,0.710944,0.567227,-0.01828,0.713853,0.610076,-0.051584,0.750865,0.571329,-0.016237,0.746331,0.621609,-0.035867,0.790335,0.581489,-0.019984,0.773539,0.629306,-0.017657,0.828321,0.600403,-0.026319,0.807447,0.631588,-0.015305,0,1,0
429,'2026/05/14 11:50:48:261',2,0.766352,0.759206,-0.000001,0.716465,0.541545,-0.063001,0.709929,0.565709,-0.019653,0.713552,0.60757,-0.054093,0.750151,0.570082,-0.017772,0.745706,0.620826,-0.038131,0.790097,0.580706,-0.02162,0.772838,0.629081,-0.019625,0.828318,0.600147,-0.028048,0.806792,0.632661,-0.017429,0,1,0
430,'2026/05/14 11:50:48:297',2,0.768227,0.760026,-0.000001,0.715734,0.541457,-0.061629,0.710246,0.566524,-0.018923,0.712345,0.610924,-0.05043,0.75055,0.570681,-0.016758,0.745605,0.622113,-0.035694,0.79058,0.58127,-0.020241,0.773269,0.630141,-0.017686,0.828885,0.600773,-0.026333,0.806633,0.63322,-0.015802,0,1,0
431,'2026/05/14 11:50:48:326',2,0.767822,0.76121,-0.000001,0.717456,0.541759,-0.062341,0.710873,0.566887,-0.018982,0.713382,0.609844,-0.051792,0.750925,0.572052,-0.016857,0.745867,0.62244,-0.037272,0.790515,0.583178,-0.020565,0.773129,0.630592,-0.019206,0.828557,0.602875,-0.026869,0.807478,0.634219,-0.016939,0,1,0
432,'2026/05/14 11:50:48:356',2,0.768067,0.761338,-0.000001,0.719642,0.542675,-0.064929,0.71209,0.568655,-0.018355,0.713182,0.60926,-0.055377,0.751743,0.574206,-0.01654,0.746524,0.623729,-0.038464,0.791281,0.58497,-0.020623,0.773863,0.631153,-0.018975,0.829301,0.604103,-0.027286,0.807882,0.63267,-0.015853,0,1,0
433,'2026/05/14 11:50:48:387',2,0.767873,0.760289,-0.000001,0.71735,0.541374,-0.061709,0.710602,0.569132,-0.019085,0.713472,0.612077,-0.052006,0.750934,0.573759,-0.016733,0.746068,0.623571,-0.036833,0.790658,0.58411,-0.020228,0.773104,0.631264,-0.018579,0.828852,0.602976,-0.026332,0.807013,0.633832,-0.016479,0,1,0
434,'2026/05/14 11:50:48:419',2,0.768038,0.760536,-0.000001,0.716573,0.541958,-0.062084,0.711242,0.566216,-0.017831,0.713458,0.60848,-0.053535,0.75071,0.572039,-0.016676,0.746713,0.622855,-0.038315,0.790252,0.583002,-0.021329,0.774128,0.630589,-0.019572,0.828641,0.602339,-0.028558,0.807367,0.63397,-0.017453,0,1,0
435,'2026/05/14 11:50:48:450',2,0.768108,0.760416,-0.000001,0.718057,0.541812,-0.061751,0.710633,0.567034,-0.018357,0.712102,0.610167,-0.05376,0.750627,0.572923,-0.016407,0.746074,0.623526,-0.037435,0.790451,0.583736,-0.020312,0.773835,0.631116,-0.018531,0.829005,0.602647,-0.026833,0.807326,0.63369,-0.015973,0,1,0
