@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
662,'2026/05/14 11:51:13:118',3,0.760823,0.94249,0,0.748173,0.667025,-0.051856,0.749133,0.701736,-0.014519,0.738123,0.482151,-0.06769,0.79386,0.714938,-0.02064,0.734571,0.790678,-0.073542,0.831591,0.742725,-0.030381,0.760492,0.846879,-0.052146,0.864548,0.782834,-0.042279,0.783547,0.860569,-0.063607,0,0,1
663,'2026/05/14 11:51:13:151',3,0.760506,0.942261,-0.000001,0.740974,0.652531,-0.049781,0.747828,0.698895,-0.012599,0.737235,0.47945,-0.064683,0.793678,0.712878,-0.018377,0.731682,0.789771,-0.07193,0.831999,0.740088,-0.028032,0.758155,0.843352,-0.051445,0.865192,0.779333,-0.039867,0.78461,0.8593,-0.063656,0,0,1
664,'2026/05/14 11:51:13:183',3,0.761464,0.94027,0,0.748179,0.671584,-0.051824,0.74896,0.700332,-0.014831,0.737743,0.483142,-0.06824,0.794126,0.713133,-0.020786,0.734629,0.789028,-0.073382,0.831817,0.740769,-0.030335,0.761175,0.844646,-0.052649,0.864136,0.780565,-0.042036,0.783796,0.860739,-0.063938,0,0,1
665,'2026/05/14 11:51:13:214',3,0.761594,0.941632,0,0.741021,0.661822,-0.052328,0.748457,0.699431,-0.014992,0.736383,0.479865,-0.068484,0.794198,0.7125,-0.020507,0.733176,0.789859,-0.073624,0.832313,0.739404,-0.029802,0.760615,0.84368,-0.052478,0.865524,0.778712,-0.041335,0.783475,0.859675,-0.065257,0,0,1
666,'2026/05/14 11:51:13:246',3,0.761437,0.940266,0,0.748089,0.671975,-0.050883,0.748943,0.700679,-0.014513,0.7374,0.483139,-0.067667,0.794013,0.713277,-0.020448,0.734732,0.790033,-0.07294,0.831775,0.740762,-0.030002,0.761556,0.845841,-0.052033,0.864229,0.780402,-0.041689,0.785554,0.860302,-0.062933,0,0,1
667,'2026/05/14 11:51:13:279',3,0.761202,0.941251,0,0.746794,0.671408,-0.052966,0.748133,0.701227,-0.014655,0.737675,0.482457,-0.067787,0.793509,0.713931,-0.020534,0.734336,0.789381,-0.073207,0.831757,0.741051,-0.030038,0.760286,0.845149,-0.052554,0.864841,0.780083,-0.041676,0.784042,0.86159,-0.06436,0,0,1
668,'2026/05/14 11:51:13:310',3,0.761149,0.940849,-0.000001,0.745229,0.663112,-0.052417,0.748781,0.699882,-0.013833,0.736836,0.481852,-0.066713,0.794407,0.712315,-0.019199,0.732838,0.78756,-0.072729,0.83284,0.739057,-0.028483,0.759645,0.844478,-0.052631,0.866189,0.777682,-0.04004,0.784594,0.85913,-0.064148,0,0,1
669,'2026/05/14 11:51:13:341',3,0.7609,0.942531,-0.000001,0.741999,0.657988,-0.051649,0.747401,0.700922,-0.014794,0.737,0.480354,-0.067268,0.792811,0.715005,-0.020439,0.734458,0.791202,-0.073069,0.831096,0.742317,-0.029688,0.760377,0.84448,-0.051794,0.864712,0.781592,-0.041115,0.780406,0.861016,-0.064552,0,0,1
670,'2026/05/14 11:51:13:382',3,0.760542,0.940479,-0.000001,0.747111,0.658184,-0.050224,0.748329,0.701404,-0.014472,0.737661,0.482451,-0.06652,0.793102,0.714957,-0.020225,0.735088,0.79123,-0.072478,0.831118,0.742289,-0.029608,0.761651,0.847103,-0.051575,0.864577,0.781668,-0.041124,0.782794,0.860832,-0.063271,0,0,1
671,'2026/05/14 11:51:13:410',3,0.76104,0.941617,0,0.742394,0.662584,-0.050248,0.748441,0.701287,-0.014643,0.736118,0.480927,-0.06736,0.793702,0.714098,-0.020522,0.734087,0.790792,-0.073026,0.831454,0.740985,-0.029994,0.759912,0.8464,-0.051812,0.8639,0.780033,-0.041613,0.784747,0.862778,-0.063487,0,0,1
672,'2026/05/14 11:51:13:456',3,0.761322,0.940484,0,0.744084,0.660027,-0.050145,0.748346,0.701586,-0.014153,0.736252,0.481818,-0.067249,0.793359,0.714419,-0.019839,0.734264,0.790413,-0.072141,0.831266,0.741343,-0.02919,0.760655,0.845726,-0.050335,0.864222,0.780438,-0.040736,0.783708,0.860974,-0.062029,0,0,1
673,'2026/05/14 11:51:13:490',3,0.76156,0.940092,0,0.747479,0.669374,-0.050161,0.748697,0.701173,-0.01474,0.736731,0.48277,-0.067136,0.793632,0.71355,-0.020625,0.735356,0.789759,-0.073265,0.831277,0.740684,-0.030064,0.76191,0.845877,-0.053195,0.863686,0.780198,-0.041626,0.782832,0.862386,-0.064303,0,0,1
674,'2026/05/14 11:51:13:521',3,0.760851,0.939495,0,0.744254,0.650902,-0.047609,0.74829,0.7011,-0.014102,0.738101,0.481749,-0.065623,0.793015,0.714523,-0.019583,0.734618,0.790863,-0.071443,0.830529,0.742025,-0.028822,0.761154,0.846634,-0.050815,0.863285,0.781719,-0.040223,0.784518,0.860889,-0.061876,0,0,1
675,'2026/05/14 11:51:13:551',3,0.76103,0.94101,0,0.737563,0.643461,-0.04461,0.747388,0.699579,-0.013271,0.737148,0.48167,-0.063379,0.792307,0.713106,-0.018426,0.734348,0.793591,-0.068844,0.829726,0.739902,-0.027227,0.759971,0.844401,-0.047403,0.862409,0.779013,-0.038327,0.782622,0.863895,-0.061084,0,0,1
676,'2026/05/14 11:51:13:585',3,0.760707,0.940439,0,0.740805,0.650885,-0.046678,0.747672,0.699848,-0.013664,0.737137,0.480934,-0.064659,0.792751,0.713385,-0.019143,0.734553,0.79169,-0.0701,0.830205,0.741138,-0.02826,0.760357,0.845572,-0.049213,0.862476,0.781317,-0.039561,0.782166,0.86351,-0.061987,0,0,1
677,'2026/05/14 11:51:13:615',3,0.76137,0.941282,0,0.738918,0.656349,-0.048434,0.747638,0.701366,-0.014038,0.736297,0.48226,-0.066182,0.792572,0.714659,-0.020023,0.734772,0.793244,-0.0721,0.83013,0.741742,-0.029632,0.761378,0.846041,-0.050836,0.863258,0.78153,-0.041415,0.780718,0.861184,-0.0634,0,0,1
678,'2026/05/14 11:51:13:653',3,0.759143,0.9392,0,0.739241,0.650664,-0.04435,0.749686,0.697996,-0.012344,0.736515,0.482506,-0.062906,0.794384,0.711305,-0.018007,0.732748,0.792148,-0.068607,0.831051,0.73966,-0.027382,0.75998,0.846107,-0.048198,0.862648,0.780896,-0.038906,0.782268,0.862827,-0.060974,0,0,1
679,'2026/05/14 11:51:13:679',3,0.761154,0.940513,0,0.738335,0.653333,-0.045229,0.747378,0.699545,-0.013475,0.736893,0.481744,-0.062053,0.79258,0.712828,-0.018621,0.735306,0.792727,-0.067825,0.829893,0.739576,-0.02725,0.760233,0.844917,-0.047012,0.862326,0.778816,-0.038094,0.780967,0.864701,-0.060852,0,0,1
680,'2026/05/14 11:51:13:709',3,0.759414,0.939254,0,0.738177,0.645242,-0.044372,0.748496,0.700198,-0.012624,0.736568,0.482385,-0.063552,0.793061,0.714252,-0.018476,0.733258,0.791394,-0.069716,0.830092,0.742463,-0.028037,0.759938,0.845433,-0.049215,0.862348,0.783022,-0.039673,0.784146,0.862224,-0.061684,0,0,1
681,'2026/05/14 11:51:13:743',3,0.759647,0.93909,-0.000001,0.743966,0.652224,-0.044907,0.748818,0.701703,-0.01359,0.736769,0.483558,-0.063594,0.792972,0.715055,-0.01919,0.734969,0.791684,-0.07012,0.830024,0.742491,-0.0284,0.76221,0.846078,-0.050842,0.862483,0.782358,-0.039657,0.7823,0.86276,-0.062887,0,0,1
682,'2026/05/14 11:51:13:776',3,0.759911,0.938586,0,0.736295,0.645948,-0.045469,0.749961,0.699412,-0.013903,0.736336,0.482351,-0.064287,0.794421,0.712672,-0.019344,0.733742,0.793607,-0.069405,0.831048,0.740579,-0.028442,0.760686,0.847717,-0.048779,0.863003,0.781273,-0.039705,0.780791,0.864923,-0.062039,0,0,1
683,'2026/05/14 11:51:13:826',3,0.759433,0.939511,-0.000001,0.745085,0.659707,-0.048052,0.747698,0.701369,-0.014678,0.73671,0.482559,-0.065938,0.792789,0.714645,-0.020341,0.734348,0.790737,-0.071506,0.830401,0.742375,-0.029521,0.761227,0.84515,-0.050825,0.862735,0.782191,-0.040811,0.783718,0.860786,-0.062183,0,0,1
684,'2026/05/14 11:51:13:864',3,0.758814,0.939421,0,0.744848,0.663209,-0.048973,0.748497,0.700943,-0.013635,0.736034,0.482978,-0.066086,0.792919,0.71393,-0.019692,0.734938,0.791257,-0.072776,0.830285,0.741619,-0.029394,0.76203,0.847263,-0.052037,0.862794,0.781778,-0.041211,0.783218,0.861033,-0.062227,0,0,1
685,'2026/05/14 11:51:13:902',3,0.758484,0.939439,0,0.740804,0.651523,-0.043542,0.748905,0.700141,-0.012307,0.735274,0.481963,-0.062465,0.793413,0.713451,-0.017873,0.732984,0.790794,-0.068304,0.830331,0.741623,-0.027135,0.759793,0.845212,-0.048029,0.862328,0.782263,-0.038533,0.78265,0.862147,-0.060322,0,0,1
686,'2026/05/14 11:51:13:927',3,0.758896,0.936276,0,0.739728,0.658687,-0.04788,0.748515,0.700756,-0.015552,0.734726,0.483035,-0.066911,0.793559,0.712684,-0.020726,0.734512,0.790583,-0.071203,0.830958,0.74,-0.029539,0.761677,0.84511,-0.050497,0.863132,0.77984,-0.040558,0.784434,0.860436,-0.06171,0,0,1
687,'2026/05/14 11:51:13:957',3,0.762105,0.941915,0,0.740899,0.659749,-0.047941,0.747727,0.700785,-0.013743,0.735703,0.480702,-0.064167,0.792418,0.712985,-0.018896,0.734494,0.792448,-0.069777,0.829512,0.739234,-0.027643,0.75939,0.845422,-0.047997,0.861652,0.777955,-0.038728,0.781628,0.863993,-0.061627,0,0,1
688,'2026/05/14 11:51:13:992',3,0.759929,0.940551,0,0.737324,0.649004,-0.046611,0.748155,0.699544,-0.013528,0.735839,0.48143,-0.064373,0.79314,0.713032,-0.019157,0.732421,0.792108,-0.069864,0.830307,0.741098,-0.028476,0.758892,0.847147,-0.048991,0.862527,0.781713,-0.039964,0.781186,0.863854,-0.06167,0,0,1
689,'2026/05/14 11:51:14:020',3,0.75966,0.940239,0,0.746638,0.669584,-0.04922,0.747897,0.70107,-0.01354,0.735687,0.482977,-0.065741,0.792619,0.713988,-0.019662,0.734252,0.792149,-0.072274,0.830076,0.741709,-0.029336,0.761154,0.847249,-0.051555,0.8624,0.781895,-0.041065,0.782638,0.862248,-0.062116,0,0,1
690,'2026/05/14 11:51:14:051',3,0.75813,0.938414,0,0.742479,0.656545,-0.045522,0.748507,0.699441,-0.013493,0.735267,0.481905,-0.064315,0.793364,0.712635,-0.018922,0.733868,0.790068,-0.069897,0.830471,0.740579,-0.028006,0.760639,0.845836,-0.049889,0.862377,0.780948,-0.039206,0.781569,0.862535,-0.061681,0,0,1
691,'2026/05/14 11:51:14:083',3,0.759112,0.940074,-0.000001,0.743536,0.65985,-0.046816,0.748226,0.700637,-0.013746,0.735124,0.48259,-0.064231,0.79293,0.713611,-0.019421,0.733249,0.791526,-0.070808,0.830099,0.741132,-0.028662,0.760589,0.845562,-0.051038,0.862067,0.781182,-0.039972,0.781217,0.863184,-0.062634,0,0,1
692,'2026/05/14 11:51:14:121',3,0.758182,0.9409,0,0.73883,0.657648,-0.046383,0.746623,0.700644,-0.013657,0.734276,0.481076,-0.064166,0.791619,0.714166,-0.019356,0.73289,0.792776,-0.070332,0.828957,0.741293,-0.028573,0.758823,0.844979,-0.049476,0.861082,0.780571,-0.039927,0.780634,0.863844,-0.061659,0,0,1
693,'2026/05/14 11:51:14:150',3,0.75924,0.937906,0,0.741718,0.66235,-0.045675,0.748276,0.699715,-0.01384,0.734388,0.482089,-0.064512,0.793018,0.71206,-0.019198,0.735229,0.791638,-0.070558,0.830039,0.739461,-0.028181,0.761146,0.845418,-0.050327,0.861896,0.779361,-0.039343,0.781867,0.863127,-0.062329,0,0,1
694,'2026/05/14 11:51:14:177',3,0.758966,0.939321,0,0.736804,0.640961,-0.042042,0.748377,0.698797,-0.0123,0.735554,0.481562,-0.060578,0.792855,0.712661,-0.017439,0.733592,0.794068,-0.06632,0.829545,0.740255,-0.0262,0.758419,0.846123,-0.045968,0.861444,0.780244,-0.037154,0.779385,0.865367,-0.059835,0,0,1
695,'2026/05/14 11:51:14:226',3,0.759062,0.940397,0,0.739744,0.655934,-0.048036,0.74643,0.700743,-0.01319,0.735617,0.482203,-0.065663,0.791592,0.713743,-0.018946,0.732676,0.791054,-0.07112,0.829211,0.740907,-0.028428,0.758412,0.844171,-0.049736,0.861633,0.780336,-0.040112,0.783339,0.861642,-0.061322,0,0,1
696,'2026/05/14 11:51:14:256',3,0.759856,0.939049,0,0.743051,0.669894,-0.049272,0.747767,0.700283,-0.014499,0.73515,0.481629,-0.0654,0.792665,0.712742,-0.019902,0.735925,0.79379,-0.071626,0.829866,0.739794,-0.028843,0.761364,0.847339,-0.050728,0.861892,0.779473,-0.03994,0.781108,0.86565,-0.062903,0,0,1
697,'2026/05/14 11:51:14:286',3,0.760384,0.938302,0,0.737856,0.659246,-0.04881,0.749109,0.700721,-0.014461,0.735401,0.481966,-0.065968,0.793622,0.713521,-0.020132,0.733423,0.792016,-0.071638,0.830264,0.741125,-0.029392,0.759894,0.846803,-0.05057,0.861899,0.781399,-0.040794,0.781321,0.865309,-0.06347,0,0,1
698,'2026/05/14 11:51:14:318',3,0.758436,0.941412,0,0.736598,0.648002,-0.044508,0.746998,0.70053,-0.012394,0.735698,0.480483,-0.062987,0.791672,0.713919,-0.018066,0.732043,0.793333,-0.068978,0.828912,0.740983,-0.027374,0.757817,0.845509,-0.047656,0.861359,0.78045,-0.038883,0.781563,0.86284,-0.060521,0,0,1
699,'2026/05/14 11:51:14:354',3,0.75847,0.941018,0,0.743663,0.67532,-0.051858,0.747277,0.701842,-0.014937,0.735499,0.482583,-0.068028,0.791902,0.713924,-0.021095,0.732814,0.7924,-0.074094,0.829528,0.741166,-0.030739,0.760934,0.848305,-0.053465,0.861938,0.781194,-0.042441,0.781305,0.863035,-0.063662,0,0,1
700,'2026/05/14 11:51:14:382',3,0.758557,0.941304,0,0.740864,0.65346,-0.047231,0.746349,0.700829,-0.013571,0.735033,0.482595,-0.065741,0.791337,0.713653,-0.019124,0.731942,0.792806,-0.070843,0.828867,0.740714,-0.02836,0.757662,0.84652,-0.049183,0.861298,0.780206,-0.039836,0.782339,0.863065,-0.061808,0,0,1
701,'2026/05/14 11:51:14:416',3,0.758845,0.938107,0,0.741044,0.663633,-0.045833,0.748489,0.699432,-0.013816,0.734097,0.482574,-0.064844,0.793441,0.711849,-0.019174,0.73366,0.791896,-0.070217,0.830355,0.739609,-0.028192,0.761164,0.844846,-0.050155,0.861963,0.78,-0.039382,0.780874,0.863244,-0.062861,0,0,1
702,'2026/05/14 11:51:14:446',3,0.759151,0.940386,0,0.739875,0.653305,-0.046234,0.746345,0.700954,-0.012856,0.735951,0.481014,-0.063981,0.791098,0.713876,-0.018345,0.7324,0.792748,-0.069605,0.82843,0.740906,-0.027502,0.758201,0.845771,-0.048333,0.860685,0.78029,-0.038882,0.782364,0.863834,-0.060808,0,0,1
703,'2026/05/14 11:51:14:480',3,0.759625,0.941336,-0.000001,0.741629,0.655801,-0.046563,0.748385,0.700731,-0.014798,0.735465,0.481843,-0.066347,0.793307,0.713529,-0.020235,0.732731,0.79038,-0.070598,0.83055,0.741426,-0.029295,0.76142,0.845139,-0.050498,0.862493,0.781895,-0.04052,0.782382,0.861657,-0.06241,0,0,1
704,'2026/05/14 11:51:14:511',3,0.758882,0.939588,0,0.742801,0.664897,-0.047974,0.747426,0.701049,-0.014641,0.734333,0.483965,-0.065883,0.792199,0.71354,-0.020412,0.735756,0.791442,-0.071772,0.829766,0.74098,-0.029704,0.762838,0.846006,-0.051568,0.862238,0.780859,-0.041117,0.782053,0.861267,-0.062253,0,0,1
705,'2026/05/14 11:51:14:550',3,0.758604,0.939942,-0.000001,0.743078,0.659905,-0.047813,0.747702,0.700919,-0.014403,0.735653,0.482385,-0.065922,0.792387,0.713784,-0.019978,0.734109,0.790794,-0.071172,0.829944,0.741549,-0.02915,0.761773,0.846635,-0.050691,0.862506,0.781642,-0.040454,0.783135,0.860024,-0.060985,0,0,1
706,'2026/05/14 11:51:14:586',3,0.758587,0.94028,0,0.736312,0.645655,-0.044923,0.747897,0.700317,-0.013001,0.736361,0.481577,-0.06424,0.79251,0.713923,-0.01877,0.732195,0.79181,-0.069956,0.829473,0.741943,-0.028285,0.759133,0.846241,-0.049021,0.861506,0.78241,-0.039976,0.784262,0.862649,-0.060867,0,0,1
707,'2026/05/14 11:51:14:622',3,0.758437,0.941368,0,0.74346,0.678903,-0.052451,0.747911,0.701314,-0.015294,0.73583,0.483844,-0.067985,0.79258,0.713357,-0.021257,0.732952,0.792968,-0.074156,0.830169,0.74069,-0.030651,0.761508,0.846745,-0.054048,0.862484,0.780918,-0.042099,0.779784,0.863523,-0.06413,0,0,1
708,'2026/05/14 11:51:14:653',3,0.759404,0.940962,0,0.742807,0.678304,-0.05378,0.747975,0.701247,-0.016686,0.735084,0.4838,-0.070948,0.792894,0.712919,-0.022489,0.734636,0.79235,-0.075554,0.830609,0.74017,-0.031731,0.762019,0.847702,-0.054277,0.862904,0.78026,-0.043144,0.782591,0.860916,-0.063546,0,0,1
709,'2026/05/14 11:51:14:695',3,0.760457,0.936487,0,0.739544,0.666189,-0.049265,0.749065,0.699925,-0.015398,0.734961,0.481933,-0.067283,0.793732,0.712086,-0.020463,0.734851,0.793706,-0.072552,0.830371,0.739598,-0.029153,0.760369,0.846482,-0.050851,0.861822,0.779718,-0.040087,0.7821,0.863883,-0.062757,0,0,1
710,'2026/05/14 11:51:14:726',3,0.758186,0.939952,0,0.737411,0.644703,-0.041962,0.747019,0.700141,-0.011465,0.736185,0.482366,-0.060159,0.791437,0.713851,-0.017046,0.732743,0.79233,-0.067045,0.828539,0.741207,-0.026325,0.758914,0.845935,-0.047521,0.860839,0.780875,-0.037687,0.782663,0.864463,-0.059952,0,0,1
711,'2026/05/14 11:51:14:757',3,0.759402,0.93847,0,0.741376,0.665552,-0.047916,0.748167,0.699505,-0.014259,0.734682,0.482157,-0.065925,0.792877,0.712084,-0.019678,0.733005,0.791829,-0.071316,0.829684,0.740062,-0.028766,0.759219,0.844673,-0.050765,0.861282,0.780741,-0.040032,0.780351,0.863411,-0.063281,0,0,1
712,'2026/05/14 11:51:14:791',3,0.758862,0.939912,0,0.741643,0.655927,-0.046337,0.74696,0.700601,-0.013521,0.735392,0.483625,-0.063926,0.791399,0.713917,-0.019266,0.734343,0.791681,-0.070453,0.828633,0.741609,-0.028668,0.761262,0.846726,-0.050824,0.861117,0.781698,-0.040189,0.781862,0.862914,-0.062126,0,0,1
713,'2026/05/14 11:51:14:820',3,0.759755,0.939887,0,0.738333,0.657411,-0.046451,0.747465,0.699785,-0.013323,0.735393,0.481553,-0.06316,0.791918,0.7125,-0.018516,0.733771,0.792665,-0.069066,0.828698,0.7394,-0.027317,0.759297,0.844985,-0.048275,0.860603,0.778865,-0.038363,0.780277,0.864106,-0.061467,0,0,1
714,'2026/05/14 11:51:14:853',3,0.758609,0.939855,-0.000001,0.742266,0.669437,-0.050179,0.747437,0.701788,-0.015311,0.734344,0.485108,-0.06716,0.791988,0.713821,-0.021035,0.734375,0.791317,-0.072739,0.829611,0.740775,-0.030223,0.762287,0.846539,-0.052851,0.862249,0.780347,-0.041511,0.780069,0.861327,-0.063246,0,0,1
715,'2026/05/14 11:51:14:883',3,0.759437,0.940577,0,0.740338,0.669396,-0.049187,0.747499,0.702403,-0.015188,0.732951,0.484851,-0.067658,0.792031,0.714015,-0.021004,0.734031,0.792759,-0.073229,0.829225,0.740693,-0.030416,0.761519,0.84621,-0.053113,0.861498,0.780227,-0.041966,0.780049,0.862313,-0.064468,0,0,1
716,'2026/05/14 11:51:14:915',3,0.758947,0.938853,0,0.738613,0.660142,-0.046746,0.747303,0.70141,-0.014252,0.733302,0.483266,-0.065967,0.791611,0.71387,-0.020076,0.733664,0.792281,-0.072217,0.828602,0.741077,-0.029569,0.761039,0.846634,-0.051832,0.860808,0.780693,-0.041207,0.782,0.861337,-0.063546,0,0,1
717,'2026/05/14 11:51:14:947',3,0.759427,0.939141,0,0.740995,0.671879,-0.047438,0.746184,0.701241,-0.015092,0.733207,0.482604,-0.065782,0.791326,0.711988,-0.020253,0.733206,0.792606,-0.071027,0.828796,0.738646,-0.029043,0.759771,0.844677,-0.050892,0.861043,0.77809,-0.040073,0.780424,0.862418,-0.062712,0,0,1
718,'2026/05/14 11:51:14:978',3,0.757233,0.940082,-0.000001,0.737787,0.645441,-0.044238,0.746045,0.70105,-0.012304,0.733889,0.482486,-0.063291,0.790501,0.714877,-0.018096,0.73057,0.792249,-0.06953,0.827658,0.742644,-0.027652,0.757457,0.847157,-0.048642,0.860051,0.782411,-0.03934,0.783263,0.861573,-0.059877,0,0,1
719,'2026/05/14 11:51:15:027',3,0.758255,0.938868,-0.000001,0.739629,0.660057,-0.048098,0.746713,0.70145,-0.015723,0.73254,0.484201,-0.067167,0.791462,0.713628,-0.021132,0.733758,0.793069,-0.072235,0.828915,0.740709,-0.030155,0.761153,0.847116,-0.052023,0.861625,0.7803,-0.041365,0.780532,0.861367,-0.063464,0,0,1
720,'2026/05/14 11:51:15:056',3,0.760211,0.939833,0,0.73702,0.664764,-0.050414,0.746003,0.70316,-0.016875,0.732768,0.483275,-0.068041,0.791021,0.714204,-0.021757,0.733226,0.793209,-0.072371,0.8287,0.739986,-0.030255,0.760732,0.846035,-0.05218,0.861527,0.778541,-0.040993,0.780298,0.863338,-0.063773,0,0,1
721,'2026/05/14 11:51:15:088',3,0.758999,0.939036,0,0.739331,0.670701,-0.047715,0.746489,0.700779,-0.015242,0.732191,0.482977,-0.065852,0.791536,0.71193,-0.02068,0.732931,0.792799,-0.071563,0.829017,0.738588,-0.029611,0.760551,0.845437,-0.052289,0.861282,0.778223,-0.040663,0.778538,0.86507,-0.064163,0,0,1
722,'2026/05/14 11:51:15:120',3,0.75827,0.93934,0,0.740751,0.675185,-0.051114,0.746236,0.701325,-0.01561,0.732451,0.485062,-0.067359,0.791314,0.712726,-0.021163,0.733008,0.793487,-0.073107,0.829158,0.739415,-0.03013,0.760664,0.846655,-0.053117,0.861477,0.778795,-0.041188,0.779589,0.863777,-0.063802,0,0,1
723,'2026/05/14 11:51:15:150',3,0.757207,0.940155,0,0.740179,0.675681,-0.050332,0.746197,0.702159,-0.015273,0.732108,0.485432,-0.066931,0.791112,0.713547,-0.020893,0.733096,0.793856,-0.072524,0.828766,0.740535,-0.029946,0.760995,0.846513,-0.052023,0.861076,0.780193,-0.041109,0.780622,0.861971,-0.062475,0,0,1
724,'2026/05/14 11:51:15:183',3,0.758052,0.939577,0,0.738179,0.658632,-0.048461,0.746301,0.701714,-0.015772,0.731512,0.484624,-0.067939,0.791091,0.713663,-0.021103,0.732582,0.792372,-0.072387,0.828539,0.740776,-0.030077,0.760392,0.847048,-0.051781,0.861063,0.780437,-0.041273,0.781068,0.861889,-0.063283,0,0,1
725,'2026/05/14 11:51:15:214',3,0.757823,0.939722,0,0.74034,0.665113,-0.050472,0.745511,0.702851,-0.015894,0.73225,0.485774,-0.068856,0.790231,0.714884,-0.021551,0.732201,0.792265,-0.07385,0.827824,0.74176,-0.030844,0.760069,0.847011,-0.052952,0.860548,0.780982,-0.042303,0.782715,0.861036,-0.063518,0,0,1
726,'2026/05/14 11:51:15:249',3,0.758649,0.941003,0,0.742235,0.690634,-0.057087,0.74515,0.701844,-0.017634,0.731918,0.484365,-0.071909,0.790674,0.712606,-0.023471,0.731553,0.793398,-0.07692,0.828807,0.73898,-0.032755,0.760275,0.848233,-0.055624,0.861423,0.777949,-0.044249,0.782261,0.86163,-0.065136,0,0,1
727,'2026/05/14 11:51:15:279',3,0.758298,0.940337,0,0.739666,0.659014,-0.047569,0.74571,0.701834,-0.014601,0.73129,0.484152,-0.066466,0.790457,0.714093,-0.020195,0.732864,0.793404,-0.071687,0.828081,0.740807,-0.029415,0.759863,0.847581,-0.050729,0.860918,0.779834,-0.040805,0.781345,0.862358,-0.06184,0,0,1
728,'2026/05/14 11:51:15:311',3,0.757705,0.93977,0,0.74217,0.672761,-0.051004,0.745203,0.701971,-0.016702,0.731285,0.484899,-0.068454,0.791053,0.712785,-0.02185,0.731243,0.791831,-0.072443,0.829185,0.739246,-0.030512,0.760051,0.84682,-0.05239,0.861749,0.778383,-0.041367,0.780452,0.862622,-0.063593,0,0,1
729,'2026/05/14 11:51:15:341',3,0.75819,0.941434,0,0.742365,0.679133,-0.053143,0.744732,0.702474,-0.015444,0.731658,0.484092,-0.068987,0.789508,0.713962,-0.021377,0.731242,0.792597,-0.074592,0.827147,0.740696,-0.030867,0.758998,0.847114,-0.053162,0.859641,0.779977,-0.042566,0.781105,0.861699,-0.063448,0,0,1
730,'2026/05/14 11:51:15:374',3,0.758718,0.940607,0,0.740117,0.658224,-0.047514,0.745365,0.702023,-0.01388,0.731385,0.483848,-0.065406,0.789915,0.714234,-0.019403,0.732063,0.793381,-0.070867,0.827243,0.740903,-0.02858,0.758382,0.848021,-0.049801,0.859691,0.779891,-0.039959,0.781061,0.861721,-0.061001,0,0,1
731,'2026/05/14 11:51:15:429',3,0.759869,0.941857,0,0.740161,0.664972,-0.051468,0.745165,0.702012,-0.015238,0.731178,0.484158,-0.068094,0.79003,0.713871,-0.020623,0.730938,0.793628,-0.072837,0.827338,0.740423,-0.029677,0.757358,0.847697,-0.051351,0.859563,0.779663,-0.04098,0.77991,0.863555,-0.063466,0,0,1
732,'2026/05/14 11:51:15:462',3,0.756759,0.941993,-0.000001,0.741329,0.676045,-0.052355,0.7446,0.702585,-0.015651,0.732066,0.483596,-0.067849,0.78991,0.713957,-0.021413,0.7309,0.792377,-0.073386,0.827981,0.740759,-0.030668,0.759183,0.848615,-0.053183,0.86075,0.78013,-0.042029,0.779894,0.863241,-0.063409,0,0,1
733,'2026/05/14 11:51:15:492',3,0.758465,0.93838,0,0.735272,0.663554,-0.050059,0.744576,0.701684,-0.017003,0.730847,0.483126,-0.069314,0.789894,0.712698,-0.021976,0.731003,0.793635,-0.073864,0.827566,0.738894,-0.030645,0.75914,0.847239,-0.052918,0.860142,0.777459,-0.041605,0.781188,0.862119,-0.064304,0,0,1
734,'2026/05/14 11:51:15:522',3,0.757365,0.938905,0,0.735736,0.665038,-0.047974,0.744846,0.702673,-0.015831,0.730622,0.482889,-0.066795,0.789836,0.713595,-0.021189,0.732899,0.79308,-0.071953,0.827409,0.740018,-0.030115,0.761104,0.845948,-0.052035,0.86005,0.779079,-0.04125,0.778963,0.862681,-0.063691,0,0,1
