@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute outputs-1 {0,1,2}

@data
1675,'2026/04/25 17:24:38:176',6,0.111393,0.027668,0.004399,0.005404,0.007615,0.002352,0.002286,0.00534,0.002816,0.003207,0.002184,0.00166,1
1676,'2026/04/25 17:24:38:210',6,0.112215,0.027183,0.004321,0.005108,0.007567,0.002281,0.002184,0.00531,0.002667,0.003334,0.002224,0.0016,1
1677,'2026/04/25 17:24:38:242',6,0.114122,0.026752,0.004499,0.005124,0.007944,0.002337,0.002252,0.005211,0.002694,0.003306,0.002198,0.001599,1
1678,'2026/04/25 17:24:38:277',6,0.115157,0.026429,0.00448,0.004812,0.008091,0.002547,0.002457,0.004827,0.002495,0.003094,0.002087,0.001588,1
1679,'2026/04/25 17:24:38:310',6,0.116496,0.02714,0.004199,0.004723,0.008106,0.002573,0.002291,0.004922,0.002616,0.003211,0.001947,0.001566,1
1680,'2026/04/25 17:24:38:342',6,0.115093,0.02802,0.004467,0.005147,0.008151,0.002612,0.002264,0.00487,0.002681,0.0031,0.001882,0.001465,1
1681,'2026/04/25 17:24:38:377',6,0.112265,0.029764,0.004506,0.005275,0.007484,0.002433,0.002377,0.004784,0.002682,0.00316,0.001901,0.001455,1
1682,'2026/04/25 17:24:38:410',6,0.117802,0.032583,0.004665,0.005129,0.008264,0.002362,0.002279,0.004721,0.002767,0.00311,0.00184,0.001447,1
1683,'2026/04/25 17:24:38:442',6,0.117432,0.032686,0.004537,0.005098,0.008225,0.002369,0.002204,0.004945,0.002674,0.002916,0.001783,0.001459,1
1684,'2026/04/25 17:24:38:477',6,0.117308,0.032849,0.004543,0.005015,0.008278,0.002409,0.002137,0.004806,0.002793,0.002801,0.001901,0.001342,1
1685,'2026/04/25 17:24:38:510',6,0.117196,0.032159,0.004586,0.005119,0.008318,0.002421,0.002093,0.004553,0.002842,0.002719,0.00198,0.001306,1
1686,'2026/04/25 17:24:38:544',6,0.119423,0.03198,0.004655,0.005038,0.00869,0.002348,0.002142,0.004821,0.00291,0.002663,0.001999,0.001354,1
1687,'2026/04/25 17:24:38:576',6,0.121864,0.033057,0.00466,0.005064,0.008552,0.002421,0.002236,0.00511,0.002967,0.002571,0.002051,0.001414,1
1688,'2026/04/25 17:24:38:609',6,0.121826,0.034111,0.004722,0.004823,0.007904,0.002347,0.002225,0.004867,0.003033,0.002708,0.002082,0.001442,1
1689,'2026/04/25 17:24:38:643',6,0.121137,0.034022,0.004518,0.004604,0.007958,0.00234,0.002258,0.004852,0.002875,0.00269,0.002148,0.001428,1
1690,'2026/04/25 17:24:38:677',6,0.120307,0.03316,0.004418,0.004734,0.007978,0.002425,0.002306,0.004758,0.002783,0.002668,0.002185,0.001597,1
1691,'2026/04/25 17:24:38:710',6,0.117753,0.033091,0.004614,0.004813,0.007565,0.002339,0.002263,0.004515,0.002562,0.002612,0.002212,0.001595,1
1692,'2026/04/25 17:24:38:743',6,0.117563,0.032477,0.004559,0.004919,0.007608,0.002288,0.002169,0.004349,0.002514,0.002738,0.00221,0.001675,1
1693,'2026/04/25 17:24:38:778',6,0.117798,0.031555,0.004587,0.004897,0.007464,0.002276,0.002065,0.004579,0.002574,0.002801,0.002042,0.001624,1
1694,'2026/04/25 17:24:38:808',6,0.11514,0.030349,0.004681,0.00453,0.006955,0.002167,0.00214,0.004502,0.002607,0.002686,0.001953,0.001812,1
1695,'2026/04/25 17:24:38:842',6,0.114566,0.029028,0.004572,0.004372,0.007627,0.002379,0.002226,0.004307,0.002586,0.002896,0.001914,0.001729,1
1696,'2026/04/25 17:24:38:875',6,0.116506,0.028972,0.004557,0.003997,0.006784,0.002238,0.002026,0.004139,0.002726,0.002815,0.001959,0.001638,1
1697,'2026/04/25 17:24:38:910',6,0.1147,0.029055,0.004765,0.004193,0.00721,0.002202,0.002094,0.004212,0.002799,0.002843,0.001922,0.001434,1
1698,'2026/04/25 17:24:38:943',6,0.114005,0.02866,0.004537,0.004708,0.00754,0.002428,0.002086,0.004281,0.002814,0.002838,0.00214,0.001465,1
1699,'2026/04/25 17:24:38:976',6,0.11427,0.027324,0.00441,0.004531,0.007817,0.002688,0.002106,0.00443,0.003154,0.002876,0.002154,0.001452,1
1700,'2026/04/25 17:24:39:008',6,0.114154,0.026098,0.004386,0.004393,0.007815,0.002789,0.00222,0.004368,0.003198,0.002855,0.002166,0.001523,1
1701,'2026/04/25 17:24:39:043',6,0.111869,0.025213,0.00439,0.004305,0.007356,0.002686,0.002242,0.004188,0.00306,0.002799,0.002126,0.001504,1
1702,'2026/04/25 17:24:39:077',6,0.111555,0.024869,0.004523,0.004473,0.007066,0.002588,0.002151,0.003952,0.003159,0.002801,0.002069,0.001584,1
1703,'2026/04/25 17:24:39:109',6,0.109529,0.025612,0.004448,0.004371,0.007328,0.002439,0.002235,0.003844,0.00308,0.002877,0.002027,0.001531,1
1704,'2026/04/25 17:24:39:143',6,0.106724,0.025346,0.004651,0.00453,0.007547,0.002471,0.002117,0.004577,0.00305,0.003063,0.002073,0.001495,1
1705,'2026/04/25 17:24:39:176',6,0.105995,0.024484,0.004728,0.004439,0.007415,0.002431,0.002029,0.004424,0.00306,0.00299,0.002057,0.001412,1
1706,'2026/04/25 17:24:39:209',6,0.106036,0.025041,0.004915,0.004609,0.007603,0.002526,0.001938,0.004284,0.003135,0.003058,0.002128,0.001444,1
1707,'2026/04/25 17:24:39:242',6,0.107335,0.026432,0.005155,0.004743,0.007889,0.0025,0.00196,0.004284,0.003212,0.003032,0.002156,0.001436,1
1708,'2026/04/25 17:24:39:275',6,0.107732,0.027499,0.005364,0.004889,0.007977,0.002585,0.002044,0.004271,0.00322,0.003043,0.002364,0.001522,1
1709,'2026/04/25 17:24:39:310',6,0.107748,0.02741,0.005167,0.00479,0.007894,0.002618,0.002149,0.00415,0.003171,0.002981,0.002431,0.001562,1
1710,'2026/04/25 17:24:39:343',6,0.106532,0.025819,0.005009,0.004595,0.007584,0.002728,0.00203,0.004316,0.003276,0.002883,0.002447,0.001511,1
1711,'2026/04/25 17:24:39:376',6,0.10626,0.024638,0.004887,0.004144,0.007588,0.002613,0.001943,0.004158,0.003224,0.002777,0.002557,0.001546,1
1712,'2026/04/25 17:24:39:410',6,0.106304,0.024092,0.004735,0.004742,0.00804,0.002831,0.001931,0.004319,0.003428,0.002802,0.002818,0.00151,1
1713,'2026/04/25 17:24:39:443',6,0.108419,0.025718,0.0048,0.005051,0.008025,0.002835,0.001971,0.004268,0.003479,0.002735,0.002834,0.001442,1
1714,'2026/04/25 17:24:39:475',6,0.109551,0.026845,0.004868,0.004885,0.008134,0.002988,0.002072,0.004435,0.003586,0.00273,0.002873,0.001351,1
1715,'2026/04/25 17:24:39:509',6,0.111582,0.027289,0.004657,0.004495,0.007879,0.002847,0.002233,0.004383,0.003419,0.002731,0.002718,0.001262,1
1716,'2026/04/25 17:24:39:542',6,0.112758,0.027944,0.004432,0.004644,0.007496,0.002811,0.00217,0.004922,0.003267,0.002737,0.002704,0.001209,1
1717,'2026/04/25 17:24:39:577',6,0.113507,0.027359,0.004282,0.004716,0.008106,0.003156,0.002171,0.004783,0.003158,0.002943,0.002546,0.001135,1
1718,'2026/04/25 17:24:39:610',6,0.112903,0.026428,0.004325,0.004756,0.008306,0.003188,0.002364,0.004891,0.002992,0.003178,0.002286,0.001101,1
1719,'2026/04/25 17:24:39:643',6,0.115823,0.026895,0.004229,0.004353,0.008556,0.00328,0.002289,0.004891,0.002778,0.003185,0.002387,0.001186,1
1720,'2026/04/25 17:24:39:675',6,0.117165,0.027202,0.004219,0.004176,0.008233,0.003231,0.002167,0.004752,0.002692,0.003019,0.002248,0.00114,1
1721,'2026/04/25 17:24:39:710',6,0.115538,0.026574,0.004172,0.004132,0.007875,0.003036,0.002039,0.004549,0.002679,0.002785,0.002095,0.001126,1
1722,'2026/04/25 17:24:39:742',6,0.113144,0.025287,0.004215,0.004013,0.007628,0.002904,0.001901,0.00428,0.002665,0.002553,0.001999,0.001091,1
1723,'2026/04/25 17:24:39:778',6,0.110786,0.023385,0.004231,0.003775,0.007533,0.002802,0.001768,0.004041,0.002699,0.002485,0.002056,0.001037,1
1724,'2026/04/25 17:24:39:810',6,0.11042,0.022738,0.004347,0.003705,0.0072,0.002733,0.001657,0.003856,0.002755,0.002539,0.002047,0.000992,1
1725,'2026/04/25 17:24:39:843',6,0.107871,0.022312,0.004457,0.003571,0.00707,0.00285,0.00161,0.003765,0.00282,0.00236,0.002238,0.000921,1
1726,'2026/04/25 17:24:39:877',6,0.105834,0.020641,0.004289,0.003295,0.006964,0.00274,0.001519,0.004014,0.002889,0.002194,0.001998,0.000845,1
1727,'2026/04/25 17:24:39:910',6,0.106123,0.020891,0.004214,0.003263,0.007347,0.002855,0.001514,0.004064,0.003033,0.00224,0.001997,0.00079,1
1728,'2026/04/25 17:24:39:943',6,0.105583,0.021312,0.004196,0.003198,0.007421,0.002853,0.001477,0.004076,0.00307,0.002537,0.002028,0.000813,1
1729,'2026/04/25 17:24:39:977',6,0.105941,0.021937,0.004093,0.003296,0.007327,0.002872,0.001602,0.003766,0.003,0.002696,0.002185,0.000869,1
1730,'2026/04/25 17:24:40:010',6,0.106836,0.023454,0.004137,0.003162,0.007121,0.002671,0.001513,0.003657,0.003035,0.002605,0.002097,0.000858,1
1731,'2026/04/25 17:24:40:043',6,0.105519,0.023797,0.003915,0.003212,0.007102,0.002593,0.001661,0.003709,0.002932,0.002512,0.001946,0.00092,1
1732,'2026/04/25 17:24:40:075',6,0.106369,0.024717,0.004229,0.003232,0.006932,0.002491,0.001559,0.0037,0.002868,0.002598,0.002122,0.000969,1
1733,'2026/04/25 17:24:40:109',6,0.104381,0.025302,0.004101,0.003353,0.007045,0.002441,0.001586,0.00373,0.002809,0.002565,0.002118,0.000954,1
1734,'2026/04/25 17:24:40:142',6,0.10361,0.025744,0.004085,0.003424,0.007012,0.002465,0.001542,0.003936,0.002838,0.002504,0.002013,0.0009,1
1735,'2026/04/25 17:24:40:176',6,0.102398,0.025389,0.004034,0.003601,0.006937,0.00256,0.001525,0.004162,0.002999,0.002529,0.001946,0.000892,1
1736,'2026/04/25 17:24:40:209',6,0.102591,0.02467,0.00391,0.003621,0.007057,0.002664,0.001519,0.003845,0.003103,0.002471,0.002109,0.000857,1
1737,'2026/04/25 17:24:40:243',6,0.101745,0.023774,0.004126,0.003614,0.007286,0.002676,0.001552,0.003647,0.002932,0.002291,0.002079,0.000868,1
1738,'2026/04/25 17:24:40:277',6,0.101221,0.023883,0.00413,0.003584,0.007326,0.002725,0.001609,0.003842,0.002897,0.002502,0.002064,0.000809,1
1739,'2026/04/25 17:24:40:310',6,0.101897,0.024545,0.004177,0.003562,0.007322,0.00276,0.001691,0.003677,0.002959,0.002424,0.002044,0.000796,1
1740,'2026/04/25 17:24:40:343',6,0.101345,0.024836,0.00417,0.003622,0.007192,0.002668,0.001721,0.003637,0.002938,0.002353,0.001901,0.000779,1
1741,'2026/04/25 17:24:40:376',6,0.100981,0.02412,0.004242,0.00393,0.007279,0.002544,0.001603,0.003617,0.002522,0.002618,0.002133,0.000838,1
1742,'2026/04/25 17:24:40:410',6,0.10065,0.024746,0.004196,0.003942,0.006693,0.002655,0.001557,0.003815,0.00278,0.002707,0.001933,0.000829,1
1743,'2026/04/25 17:24:40:442',6,0.099422,0.023948,0.004123,0.003916,0.006568,0.002727,0.001634,0.00386,0.003072,0.002636,0.001743,0.000867,1
1744,'2026/04/25 17:24:40:475',6,0.10131,0.024038,0.004105,0.003875,0.007241,0.002938,0.001536,0.003527,0.003269,0.002718,0.001842,0.000881,1
1745,'2026/04/25 17:24:40:510',6,0.103227,0.022847,0.004163,0.003902,0.008003,0.002881,0.001519,0.00351,0.002902,0.002673,0.002192,0.000898,1
1746,'2026/04/25 17:24:40:543',6,0.102143,0.023496,0.004214,0.003901,0.008082,0.002999,0.001704,0.003451,0.002763,0.002804,0.001961,0.000835,1
1747,'2026/04/25 17:24:40:575',6,0.103628,0.02322,0.004348,0.003974,0.007902,0.003159,0.001638,0.003251,0.002774,0.002905,0.002045,0.000962,1
1748,'2026/04/25 17:24:40:610',6,0.1058,0.023616,0.004366,0.004567,0.007584,0.003287,0.001639,0.003229,0.002753,0.003137,0.001996,0.000925,1
1749,'2026/04/25 17:24:40:643',6,0.106067,0.024055,0.00438,0.005124,0.007146,0.003317,0.001683,0.003094,0.002713,0.003106,0.002089,0.000908,1
1750,'2026/04/25 17:24:40:677',6,0.105316,0.024167,0.00439,0.005383,0.007056,0.003245,0.00175,0.003179,0.002806,0.003093,0.00214,0.000868,1
1751,'2026/04/25 17:24:40:709',6,0.104284,0.024055,0.004304,0.005453,0.007022,0.003226,0.001618,0.003279,0.002909,0.003247,0.002189,0.000815,1
1752,'2026/04/25 17:24:40:743',6,0.103082,0.023695,0.004257,0.005583,0.006607,0.003146,0.001557,0.003291,0.003094,0.003124,0.002091,0.000755,1
1753,'2026/04/25 17:24:40:775',6,0.103615,0.023744,0.004351,0.005521,0.00652,0.003051,0.00152,0.003328,0.003296,0.002921,0.002107,0.00074,1
1754,'2026/04/25 17:24:40:808',6,0.102398,0.024754,0.004447,0.00501,0.006461,0.003213,0.001616,0.003454,0.002978,0.002925,0.002302,0.000814,1
1755,'2026/04/25 17:24:40:842',6,0.104118,0.026071,0.004683,0.004724,0.006611,0.002906,0.001526,0.003372,0.003083,0.002822,0.002051,0.000817,1
1756,'2026/04/25 17:24:40:875',6,0.107921,0.026466,0.004771,0.004623,0.006641,0.002848,0.00148,0.003891,0.002921,0.002864,0.002164,0.000822,1
1757,'2026/04/25 17:24:40:910',6,0.108234,0.026448,0.004741,0.004408,0.006593,0.002836,0.001668,0.004065,0.003084,0.002705,0.002093,0.000796,1
1758,'2026/04/25 17:24:40:943',6,0.110041,0.027362,0.005051,0.004188,0.006006,0.002752,0.001718,0.003998,0.002965,0.002441,0.001958,0.000793,1
1759,'2026/04/25 17:24:40:975',6,0.111424,0.028345,0.005003,0.00399,0.005905,0.002813,0.00152,0.003598,0.002608,0.002296,0.002178,0.000803,1
1760,'2026/04/25 17:24:41:009',6,0.110134,0.029119,0.004912,0.003739,0.005968,0.002713,0.001547,0.003296,0.00255,0.00243,0.002035,0.00078,1
1761,'2026/04/25 17:24:41:043',6,0.108139,0.029852,0.005031,0.003702,0.006098,0.002866,0.001671,0.003054,0.002817,0.002538,0.002017,0.000805,1
1762,'2026/04/25 17:24:41:078',6,0.108849,0.03076,0.00514,0.003663,0.006302,0.002807,0.001739,0.003174,0.002621,0.002455,0.002005,0.000773,1
1763,'2026/04/25 17:24:41:108',6,0.109799,0.032156,0.00523,0.003695,0.00611,0.002889,0.001906,0.003211,0.002558,0.002468,0.002014,0.000772,1
1764,'2026/04/25 17:24:41:144',6,0.109986,0.033309,0.005332,0.003818,0.005845,0.003024,0.002,0.003239,0.002557,0.002409,0.001861,0.000785,1
1765,'2026/04/25 17:24:41:177',6,0.110584,0.033647,0.005294,0.00366,0.005581,0.003028,0.001995,0.003348,0.002619,0.002385,0.001833,0.000811,1
1766,'2026/04/25 17:24:41:211',6,0.110363,0.033221,0.005268,0.003814,0.005573,0.002931,0.00204,0.003373,0.002551,0.00235,0.001835,0.00077,1
1767,'2026/04/25 17:24:41:243',6,0.108717,0.032693,0.005337,0.003734,0.005788,0.002926,0.001923,0.003291,0.00253,0.002301,0.001833,0.000723,1
1768,'2026/04/25 17:24:41:277',6,0.106956,0.032455,0.005433,0.003737,0.005842,0.002892,0.001834,0.003297,0.002626,0.00218,0.001908,0.000682,1
1769,'2026/04/25 17:24:41:309',6,0.104,0.031135,0.005367,0.003873,0.006235,0.002682,0.001718,0.003099,0.002447,0.002148,0.002174,0.000727,1
1770,'2026/04/25 17:24:41:342',6,0.101252,0.030917,0.005633,0.004138,0.006572,0.002661,0.001743,0.002982,0.00247,0.002481,0.002222,0.00067,1
1771,'2026/04/25 17:24:41:376',6,0.101045,0.030887,0.005496,0.00397,0.00693,0.002608,0.001845,0.003061,0.00233,0.002309,0.002213,0.000674,1
1772,'2026/04/25 17:24:41:409',6,0.100163,0.030392,0.00534,0.004046,0.00681,0.00257,0.001986,0.002955,0.002279,0.002318,0.002406,0.000754,1
1773,'2026/04/25 17:24:41:442',6,0.10103,0.030142,0.005238,0.004043,0.006258,0.002602,0.00197,0.002865,0.002446,0.002245,0.002615,0.000968,1
1774,'2026/04/25 17:24:51:365',7,0.0055,0.002088,0.001101,0.00093,0.000545,0.000571,0.000613,0.000217,0.000439,0.000482,0.000381,0.000236,2
1775,'2026/04/25 17:24:51:397',7,0.005187,0.001956,0.001006,0.00077,0.000461,0.000451,0.000489,0.000191,0.000357,0.000403,0.00034,0.000205,2
1776,'2026/04/25 17:24:51:431',7,0.005046,0.001852,0.000914,0.000644,0.00039,0.000359,0.000386,0.000168,0.000298,0.000343,0.0003,0.00018,2
1777,'2026/04/25 17:24:51:465',7,0.005015,0.001771,0.000868,0.000557,0.000352,0.000309,0.000309,0.000151,0.000252,0.000301,0.000273,0.000164,2
1778,'2026/04/25 17:24:51:498',7,0.004921,0.001666,0.000869,0.0005,0.000331,0.000275,0.000253,0.000139,0.000219,0.000274,0.00026,0.000156,2
1779,'2026/04/25 17:24:51:531',7,0.005092,0.001637,0.000843,0.000447,0.000292,0.000235,0.000214,0.00013,0.000195,0.00025,0.000255,0.000153,2
1780,'2026/04/25 17:24:51:565',7,0.004961,0.00164,0.000805,0.000425,0.000257,0.000203,0.000179,0.000125,0.00018,0.000229,0.000241,0.000146,2
1781,'2026/04/25 17:24:51:598',7,0.005095,0.001548,0.000746,0.000385,0.00023,0.000176,0.000155,0.000117,0.00017,0.000213,0.00023,0.000144,2
1782,'2026/04/25 17:24:51:631',7,0.005123,0.001413,0.000711,0.000355,0.000207,0.000153,0.000142,0.00011,0.000161,0.0002,0.000225,0.000138,2
1783,'2026/04/25 17:24:51:665',7,0.005009,0.00137,0.000688,0.000353,0.000187,0.000135,0.000125,0.000107,0.000147,0.000197,0.000217,0.000136,2
1784,'2026/04/25 17:24:51:698',7,0.00488,0.001344,0.000658,0.000341,0.000172,0.000124,0.000111,0.000105,0.000146,0.00019,0.000223,0.00013,2
1785,'2026/04/25 17:24:51:730',7,0.004642,0.001402,0.000656,0.000342,0.00016,0.000117,0.000103,0.0001,0.000139,0.000184,0.000217,0.000126,2
1786,'2026/04/25 17:24:51:765',7,0.004524,0.001478,0.000696,0.000335,0.000156,0.000111,0.0001,0.000096,0.000133,0.000173,0.000209,0.000123,2
1787,'2026/04/25 17:24:51:798',7,0.004726,0.001548,0.00071,0.000336,0.000146,0.000106,0.0001,0.000095,0.000129,0.00017,0.000204,0.00012,2
1788,'2026/04/25 17:24:51:830',7,0.004601,0.001527,0.000695,0.000326,0.00015,0.000105,0.000097,0.000094,0.000126,0.000169,0.0002,0.000118,2
1789,'2026/04/25 17:24:51:865',7,0.0046,0.00152,0.000679,0.000318,0.00015,0.000103,0.000093,0.000101,0.000126,0.000167,0.000196,0.000117,2
1790,'2026/04/25 17:24:51:898',7,0.00465,0.001478,0.000679,0.000322,0.000148,0.000105,0.000093,0.000104,0.000127,0.000166,0.000199,0.000121,2
1791,'2026/04/25 17:24:51:930',7,0.004664,0.001423,0.00068,0.000322,0.000145,0.000106,0.000093,0.000102,0.000126,0.000159,0.000202,0.000125,2
1792,'2026/04/25 17:24:51:964',7,0.004588,0.001464,0.000716,0.000317,0.000141,0.000106,0.00009,0.000104,0.000127,0.000155,0.000197,0.000128,2
1793,'2026/04/25 17:24:51:998',7,0.004446,0.00148,0.000729,0.000313,0.000135,0.000105,0.000088,0.000105,0.000132,0.000152,0.00019,0.000128,2
1794,'2026/04/25 17:24:52:032',7,0.004491,0.001508,0.000711,0.00031,0.000133,0.000104,0.000086,0.000103,0.000136,0.00015,0.000186,0.000127,2
1795,'2026/04/25 17:24:52:065',7,0.004781,0.001471,0.000701,0.000312,0.000137,0.000102,0.000085,0.000104,0.000133,0.000144,0.000189,0.000123,2
1796,'2026/04/25 17:24:52:099',7,0.040961,0.009999,0.001257,0.001688,0.00048,0.000367,0.000187,0.000465,0.000437,0.000175,0.000803,0.000221,2
1797,'2026/04/25 17:24:52:130',7,0.062005,0.009483,0.001614,0.002019,0.00075,0.001063,0.000225,0.000927,0.000691,0.000297,0.001504,0.000462,2
1798,'2026/04/25 17:24:52:165',7,0.07375,0.008423,0.001996,0.002673,0.001122,0.00128,0.000345,0.001152,0.000946,0.000493,0.001739,0.000779,2
1799,'2026/04/25 17:24:52:198',7,0.083032,0.008004,0.002477,0.00298,0.001374,0.001302,0.000397,0.001171,0.001034,0.00075,0.001866,0.001238,2
1800,'2026/04/25 17:24:52:232',7,0.088541,0.007486,0.002731,0.003702,0.001272,0.001401,0.000531,0.001231,0.001262,0.000926,0.002106,0.001404,2
1801,'2026/04/25 17:24:52:265',7,0.096416,0.00705,0.002885,0.004386,0.00131,0.001355,0.000565,0.001386,0.001461,0.000992,0.002415,0.001329,2
1802,'2026/04/25 17:24:52:298',7,0.104038,0.006986,0.002795,0.004651,0.00141,0.00139,0.000623,0.001534,0.001545,0.001019,0.002587,0.001599,2
1803,'2026/04/25 17:24:52:331',7,0.109481,0.006976,0.002665,0.004987,0.001411,0.00141,0.000644,0.001728,0.001547,0.001042,0.0029,0.001728,2
1804,'2026/04/25 17:24:52:365',7,0.11598,0.007197,0.002579,0.005401,0.001437,0.001366,0.000621,0.001756,0.001538,0.001034,0.002987,0.001974,2
1805,'2026/04/25 17:24:52:398',7,0.12041,0.007268,0.002476,0.005307,0.001462,0.001324,0.00057,0.002044,0.001546,0.001047,0.002955,0.002099,2
1806,'2026/04/25 17:24:52:430',7,0.121769,0.006825,0.002311,0.005334,0.001595,0.001278,0.000534,0.002288,0.001716,0.001051,0.002969,0.002143,2
1807,'2026/04/25 17:24:52:465',7,0.120021,0.006218,0.002112,0.005398,0.001695,0.001242,0.000513,0.002233,0.001803,0.001052,0.002994,0.002223,2
1808,'2026/04/25 17:24:52:498',7,0.113859,0.006089,0.001942,0.004939,0.001696,0.001181,0.000459,0.002211,0.001753,0.001044,0.002979,0.002259,2
1809,'2026/04/25 17:24:52:531',7,0.104143,0.00563,0.001939,0.004655,0.001518,0.001112,0.000431,0.00231,0.001769,0.001098,0.003204,0.002116,2
1810,'2026/04/25 17:24:52:565',7,0.098244,0.005346,0.001871,0.004417,0.001479,0.001056,0.000393,0.002208,0.001759,0.001146,0.003293,0.001979,2
1811,'2026/04/25 17:24:52:598',7,0.091202,0.005087,0.001775,0.004185,0.001452,0.000996,0.000356,0.002137,0.001763,0.001226,0.003457,0.001781,2
1812,'2026/04/25 17:24:52:632',7,0.084333,0.004937,0.001768,0.003861,0.001685,0.00096,0.000356,0.002019,0.001675,0.001246,0.003981,0.001731,2
1813,'2026/04/25 17:24:52:666',7,0.081004,0.004554,0.001748,0.003642,0.001695,0.000959,0.000331,0.001924,0.001558,0.001263,0.004269,0.001619,2
1814,'2026/04/25 17:24:52:698',7,0.078498,0.004605,0.001672,0.00353,0.001788,0.001034,0.000331,0.002008,0.001763,0.001413,0.003832,0.001575,2
1815,'2026/04/25 17:24:52:730',7,0.079154,0.004435,0.001856,0.004018,0.001943,0.001043,0.000356,0.001941,0.001568,0.001428,0.003684,0.001638,2
1816,'2026/04/25 17:24:52:766',7,0.08074,0.004237,0.001874,0.004125,0.002068,0.001135,0.000369,0.001953,0.001524,0.001401,0.003486,0.001558,2
1817,'2026/04/25 17:24:52:799',7,0.079707,0.003981,0.001798,0.003955,0.001984,0.001232,0.000393,0.001956,0.001511,0.001384,0.003412,0.00154,2
1818,'2026/04/25 17:24:52:832',7,0.079749,0.003854,0.001804,0.003919,0.001896,0.001232,0.000404,0.001884,0.001473,0.001352,0.003573,0.001481,2
1819,'2026/04/25 17:24:52:864',7,0.079482,0.003972,0.001749,0.003966,0.001897,0.001408,0.000442,0.00181,0.001386,0.001525,0.003569,0.001412,2
1820,'2026/04/25 17:24:52:897',7,0.079287,0.004095,0.001768,0.004111,0.001962,0.001413,0.000424,0.001773,0.001266,0.001575,0.00343,0.001411,2
1821,'2026/04/25 17:24:52:930',7,0.078505,0.00435,0.001795,0.00435,0.002034,0.001402,0.000381,0.001777,0.001194,0.001641,0.003339,0.001337,2
1822,'2026/04/25 17:24:52:965',7,0.077396,0.004567,0.001811,0.004318,0.002039,0.001441,0.000373,0.001692,0.001151,0.001722,0.003528,0.001329,2
1823,'2026/04/25 17:24:52:999',7,0.077773,0.004509,0.001854,0.004557,0.002027,0.001424,0.000394,0.001606,0.001111,0.001955,0.003704,0.001344,2
1824,'2026/04/25 17:24:53:030',7,0.077005,0.00434,0.001979,0.004633,0.002056,0.001473,0.000391,0.001622,0.001185,0.002019,0.003802,0.001345,2
1825,'2026/04/25 17:24:53:064',7,0.075235,0.004243,0.00191,0.004261,0.002083,0.001359,0.000414,0.001609,0.001211,0.002005,0.003874,0.001272,2
1826,'2026/04/25 17:24:53:098',7,0.075884,0.004467,0.001873,0.004315,0.001905,0.001441,0.00038,0.001538,0.001105,0.001906,0.003492,0.00119,2
1827,'2026/04/25 17:24:53:132',7,0.074702,0.004491,0.001926,0.004628,0.001863,0.001391,0.00035,0.001416,0.001092,0.001924,0.003398,0.001102,2
1828,'2026/04/25 17:24:53:165',7,0.07444,0.004649,0.002011,0.004952,0.001744,0.001302,0.000338,0.001312,0.001061,0.001899,0.003365,0.001016,2
1829,'2026/04/25 17:24:53:198',7,0.076053,0.004756,0.001962,0.005454,0.001921,0.001244,0.00032,0.001403,0.001204,0.001801,0.003218,0.000945,2
1830,'2026/04/25 17:24:53:231',7,0.077554,0.004749,0.001814,0.005355,0.001942,0.001194,0.000322,0.001406,0.001209,0.001823,0.003185,0.000875,2
1831,'2026/04/25 17:24:53:265',7,0.078443,0.004574,0.001749,0.005086,0.001896,0.001168,0.000291,0.001322,0.001266,0.001697,0.002958,0.000904,2
1832,'2026/04/25 17:24:53:297',7,0.078063,0.004329,0.00171,0.004502,0.001855,0.001116,0.000266,0.001295,0.001183,0.001591,0.002945,0.000904,2
1833,'2026/04/25 17:24:53:331',7,0.076905,0.003954,0.001747,0.004366,0.002039,0.001058,0.000263,0.001249,0.001112,0.00153,0.002921,0.000914,2
1834,'2026/04/25 17:24:53:365',7,0.074866,0.003562,0.00171,0.004524,0.001905,0.001036,0.00026,0.001258,0.001137,0.001431,0.002722,0.000891,2
1835,'2026/04/25 17:24:53:399',7,0.071065,0.003683,0.001613,0.004161,0.0019,0.000945,0.000254,0.00123,0.001099,0.001452,0.002608,0.000826,2
1836,'2026/04/25 17:24:53:431',7,0.072304,0.003432,0.001656,0.004008,0.001668,0.001025,0.000226,0.001131,0.001081,0.001471,0.002825,0.000868,2
1837,'2026/04/25 17:24:53:465',7,0.0725,0.003195,0.001577,0.003916,0.001602,0.001007,0.000207,0.000998,0.001113,0.001412,0.00274,0.000862,2
1838,'2026/04/25 17:24:53:499',7,0.0712,0.003111,0.001627,0.003624,0.001597,0.000927,0.000195,0.000984,0.001059,0.001275,0.002581,0.000801,2
1839,'2026/04/25 17:24:53:532',7,0.069425,0.00353,0.001605,0.003415,0.001508,0.000959,0.000183,0.000942,0.00108,0.001241,0.002544,0.000827,2
