@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute outputs-1 {0,1,2}

@data
1180,'2026/04/25 17:23:55:013',3,0.052315,0.002798,0.000344,0.003283,0.000464,0.001726,0.000325,0.000922,0.000824,0.001491,0.000868,0.000365,2
1181,'2026/04/25 17:23:55:045',3,0.052661,0.002716,0.000346,0.003128,0.00047,0.001796,0.000367,0.000978,0.000905,0.00157,0.000859,0.000347,2
1182,'2026/04/25 17:23:55:078',3,0.053246,0.002768,0.000343,0.003111,0.000489,0.001838,0.0004,0.00099,0.001008,0.001498,0.000881,0.000344,2
1183,'2026/04/25 17:23:55:112',3,0.05385,0.002854,0.00037,0.003015,0.000489,0.001957,0.000436,0.001013,0.001097,0.001331,0.000998,0.000355,2
1184,'2026/04/25 17:23:55:146',3,0.055022,0.002807,0.000369,0.002967,0.000451,0.001876,0.000415,0.001016,0.001058,0.001196,0.00091,0.000365,2
1185,'2026/04/25 17:23:55:179',3,0.054061,0.002849,0.00039,0.003006,0.000437,0.001838,0.000431,0.001073,0.001122,0.001054,0.00087,0.000407,2
1186,'2026/04/25 17:23:55:212',3,0.054247,0.002863,0.000375,0.002945,0.000451,0.001746,0.000441,0.001132,0.001431,0.000978,0.000832,0.000424,2
1187,'2026/04/25 17:23:55:246',3,0.055168,0.002886,0.000393,0.00281,0.000477,0.001683,0.000462,0.001234,0.001602,0.000897,0.000888,0.000447,2
1188,'2026/04/25 17:23:55:278',3,0.057139,0.002799,0.000413,0.003125,0.000457,0.001932,0.000438,0.001098,0.001524,0.000884,0.000852,0.000419,2
1189,'2026/04/25 17:23:55:313',3,0.057604,0.002892,0.000421,0.002999,0.000484,0.001812,0.000449,0.00129,0.001395,0.000817,0.000877,0.000442,2
1190,'2026/04/25 17:23:55:345',3,0.05758,0.00284,0.000395,0.003817,0.000508,0.001727,0.000445,0.001177,0.001329,0.000809,0.000821,0.000392,2
1191,'2026/04/25 17:23:55:380',3,0.057787,0.00281,0.00042,0.003727,0.000502,0.00167,0.000404,0.001098,0.001268,0.000845,0.000786,0.000385,2
1192,'2026/04/25 17:23:55:411',3,0.057603,0.002821,0.000413,0.003763,0.000506,0.001624,0.00036,0.001058,0.001284,0.000888,0.000789,0.000379,2
1193,'2026/04/25 17:23:55:445',3,0.057941,0.002815,0.00038,0.003731,0.000514,0.00151,0.000336,0.001037,0.001344,0.000885,0.000761,0.000354,2
1194,'2026/04/25 17:23:55:480',3,0.058518,0.00305,0.00037,0.004205,0.000518,0.001397,0.000337,0.00108,0.001273,0.000866,0.000767,0.000374,2
1195,'2026/04/25 17:23:55:512',3,0.058638,0.003428,0.000361,0.004414,0.000511,0.001323,0.00037,0.001049,0.001174,0.000919,0.000775,0.000439,2
1196,'2026/04/25 17:23:55:545',3,0.058664,0.003742,0.000368,0.004399,0.000537,0.001256,0.000417,0.001001,0.001088,0.000957,0.000826,0.000471,2
1197,'2026/04/25 17:23:55:578',3,0.058573,0.003811,0.000375,0.004558,0.000591,0.001259,0.000434,0.00094,0.001072,0.000961,0.000932,0.000445,2
1198,'2026/04/25 17:23:55:612',3,0.057378,0.003705,0.000364,0.004609,0.000602,0.001322,0.000396,0.000965,0.001099,0.000968,0.001044,0.000419,2
1199,'2026/04/25 17:23:55:645',3,0.056511,0.003675,0.000384,0.004587,0.000589,0.001357,0.000375,0.000967,0.001284,0.001176,0.001028,0.000436,2
1200,'2026/04/25 17:23:55:680',3,0.05529,0.003415,0.000447,0.004531,0.000639,0.001329,0.000481,0.001043,0.001154,0.00103,0.000965,0.000413,2
1201,'2026/04/25 17:23:55:712',3,0.054889,0.003394,0.000457,0.003983,0.000573,0.001371,0.000498,0.000978,0.001147,0.000909,0.00098,0.000395,2
1202,'2026/04/25 17:23:55:745',3,0.054294,0.003336,0.000463,0.003619,0.000577,0.001418,0.000465,0.000878,0.001135,0.000869,0.000875,0.000452,2
1203,'2026/04/25 17:23:55:780',3,0.053686,0.003136,0.00055,0.003402,0.000579,0.001388,0.000474,0.000817,0.001167,0.00079,0.000776,0.000474,2
1204,'2026/04/25 17:23:55:811',3,0.054263,0.002984,0.000535,0.003804,0.000592,0.001483,0.00045,0.000778,0.001141,0.000734,0.000761,0.000471,2
1205,'2026/04/25 17:23:55:847',3,0.054767,0.003026,0.000538,0.004034,0.000573,0.001533,0.000454,0.000718,0.001091,0.000731,0.000758,0.000458,2
1206,'2026/04/25 17:23:55:878',3,0.053505,0.003052,0.000538,0.003615,0.000563,0.001481,0.000408,0.00065,0.001158,0.000726,0.000768,0.000486,2
1207,'2026/04/25 17:23:55:912',3,0.053185,0.002986,0.000553,0.003536,0.000589,0.001531,0.000434,0.000673,0.001172,0.000723,0.000737,0.000491,2
1208,'2026/04/25 17:23:55:945',3,0.053676,0.002993,0.000551,0.003482,0.000591,0.001522,0.000439,0.000698,0.00113,0.000686,0.000767,0.000496,2
1209,'2026/04/25 17:23:55:978',3,0.053448,0.003117,0.000533,0.003381,0.000578,0.0015,0.000432,0.000689,0.001044,0.000689,0.000795,0.00048,2
1210,'2026/04/25 17:23:56:012',3,0.053358,0.00313,0.000474,0.003503,0.000548,0.001656,0.000452,0.000638,0.001092,0.000646,0.000786,0.000501,2
1211,'2026/04/25 17:23:56:045',3,0.053732,0.003153,0.000447,0.003638,0.000565,0.001634,0.000411,0.000652,0.000989,0.000636,0.000752,0.000538,2
1212,'2026/04/25 17:23:56:079',3,0.053982,0.002952,0.000422,0.003445,0.000563,0.001614,0.000388,0.000659,0.000908,0.000645,0.000788,0.000555,2
1213,'2026/04/25 17:23:56:111',3,0.053774,0.002859,0.000395,0.003095,0.000517,0.001642,0.000394,0.000687,0.000872,0.00064,0.000814,0.000526,2
1214,'2026/04/25 17:23:56:145',3,0.054493,0.002734,0.000403,0.003197,0.000518,0.001634,0.000401,0.000666,0.000958,0.000717,0.000786,0.000502,2
1215,'2026/04/25 17:23:56:179',3,0.054443,0.002636,0.000407,0.003113,0.000555,0.00158,0.000388,0.000682,0.001001,0.000754,0.000738,0.000479,2
1216,'2026/04/25 17:23:56:212',3,0.054504,0.00241,0.000369,0.00325,0.00056,0.001545,0.000409,0.000772,0.000961,0.000728,0.00065,0.000469,2
1217,'2026/04/25 17:23:56:246',3,0.054938,0.002444,0.000357,0.003467,0.000552,0.001514,0.000427,0.000747,0.00093,0.000771,0.000607,0.000426,2
1218,'2026/04/25 17:23:56:277',3,0.055608,0.002203,0.00032,0.003182,0.000491,0.001423,0.000403,0.000771,0.000898,0.000792,0.000655,0.000402,2
1219,'2026/04/25 17:23:56:310',3,0.055518,0.002174,0.000332,0.003348,0.000523,0.00145,0.000352,0.000779,0.000904,0.000705,0.00067,0.000442,2
1220,'2026/04/25 17:23:56:345',3,0.055386,0.002105,0.000345,0.003367,0.000543,0.001407,0.000371,0.00075,0.000831,0.0007,0.00073,0.000443,2
1221,'2026/04/25 17:23:56:378',3,0.056554,0.00211,0.000395,0.003948,0.000567,0.0014,0.000382,0.000723,0.000735,0.000711,0.000769,0.000494,2
1222,'2026/04/25 17:23:56:412',3,0.057457,0.002464,0.000381,0.003795,0.000546,0.001466,0.000402,0.000744,0.000848,0.000735,0.00074,0.000517,2
1223,'2026/04/25 17:23:56:444',3,0.056932,0.002462,0.000369,0.003959,0.000608,0.001425,0.000405,0.000808,0.000874,0.000743,0.000754,0.000558,2
1224,'2026/04/25 17:23:56:477',3,0.056888,0.00263,0.000364,0.003797,0.000588,0.001433,0.00042,0.00084,0.000835,0.000792,0.00074,0.000563,2
1225,'2026/04/25 17:23:56:511',3,0.055355,0.002496,0.000353,0.003543,0.000566,0.001295,0.000408,0.00083,0.000796,0.000783,0.000728,0.000526,2
1226,'2026/04/25 17:23:56:545',3,0.053387,0.002297,0.000324,0.003366,0.00058,0.001165,0.000356,0.000799,0.000751,0.000722,0.000748,0.00049,2
1227,'2026/04/25 17:23:56:578',3,0.051133,0.002231,0.000287,0.003231,0.000537,0.001142,0.000305,0.000782,0.000666,0.000625,0.000708,0.000444,2
1228,'2026/04/25 17:23:56:612',3,0.049622,0.002216,0.000262,0.002995,0.000566,0.001132,0.000269,0.000809,0.000648,0.000555,0.000606,0.000401,2
1229,'2026/04/25 17:23:56:645',3,0.050494,0.002324,0.000244,0.002881,0.000498,0.001077,0.000286,0.000805,0.000614,0.000523,0.000567,0.000405,2
1230,'2026/04/25 17:23:56:678',3,0.051944,0.002486,0.000253,0.00306,0.000498,0.001125,0.000298,0.000922,0.000808,0.000546,0.000555,0.000443,2
1231,'2026/04/25 17:23:56:711',3,0.052453,0.002511,0.00027,0.003043,0.000513,0.001213,0.000291,0.001065,0.000871,0.000585,0.00054,0.000484,2
1232,'2026/04/25 17:23:56:744',3,0.052885,0.002536,0.000298,0.003124,0.000534,0.001361,0.000295,0.001112,0.000817,0.000628,0.000545,0.000518,2
1233,'2026/04/25 17:23:56:779',3,0.054889,0.002722,0.000323,0.003476,0.00057,0.001345,0.000286,0.001087,0.000802,0.000667,0.000575,0.000573,2
1234,'2026/04/25 17:23:56:812',3,0.055645,0.002767,0.000304,0.003437,0.000547,0.001299,0.000283,0.001009,0.000838,0.000721,0.000586,0.000598,2
1235,'2026/04/25 17:23:56:845',3,0.05655,0.002852,0.000292,0.003639,0.000535,0.001208,0.000304,0.001159,0.00092,0.000684,0.000603,0.000615,2
1236,'2026/04/25 17:23:56:878',3,0.055308,0.002853,0.000311,0.003539,0.00049,0.001189,0.000283,0.001122,0.000896,0.000679,0.000595,0.00064,2
1237,'2026/04/25 17:23:56:913',3,0.052451,0.002696,0.000314,0.003241,0.000463,0.001164,0.000269,0.001216,0.000838,0.000709,0.000576,0.000581,2
1238,'2026/04/25 17:23:56:946',3,0.043414,0.002617,0.000332,0.002658,0.00046,0.001014,0.000326,0.00109,0.000885,0.000767,0.000659,0.000602,2
1239,'2026/04/25 17:23:56:978',3,0.034106,0.002973,0.000405,0.002157,0.000466,0.000874,0.000394,0.000977,0.000927,0.000827,0.000738,0.000628,2
1240,'2026/04/25 17:24:10:531',4,0.002673,0.000696,0.000339,0.000268,0.000238,0.000204,0.000243,0.000209,0.000263,0.000285,0.000361,0.000201,1
1241,'2026/04/25 17:24:10:579',4,0.002561,0.000536,0.000261,0.0002,0.000178,0.000163,0.000187,0.000173,0.000212,0.00024,0.000307,0.000172,1
1242,'2026/04/25 17:24:10:610',4,0.002684,0.000453,0.00022,0.000167,0.000149,0.00014,0.000157,0.000152,0.000184,0.000212,0.000269,0.000152,1
1243,'2026/04/25 17:24:10:645',4,0.002648,0.000398,0.000192,0.000141,0.000128,0.000121,0.000142,0.000135,0.000163,0.000195,0.00024,0.000138,1
1244,'2026/04/25 17:24:10:677',4,0.002597,0.000352,0.00017,0.000121,0.000111,0.000108,0.000122,0.000124,0.00015,0.000182,0.000216,0.000127,1
1245,'2026/04/25 17:24:10:710',4,0.002562,0.000312,0.000157,0.000115,0.000101,0.0001,0.000107,0.000115,0.000136,0.000171,0.000196,0.000115,1
1246,'2026/04/25 17:24:10:744',4,0.002522,0.000286,0.00015,0.000109,0.000095,0.000094,0.000097,0.000106,0.000127,0.000161,0.000181,0.00011,1
1247,'2026/04/25 17:24:10:777',4,0.002447,0.000267,0.000148,0.000101,0.00009,0.000089,0.00009,0.000099,0.000121,0.000154,0.000175,0.000108,1
1248,'2026/04/25 17:24:10:809',4,0.00237,0.00026,0.000149,0.000094,0.000083,0.000084,0.000085,0.000093,0.000116,0.000151,0.00017,0.000106,1
1249,'2026/04/25 17:24:10:844',4,0.002269,0.000247,0.00015,0.000091,0.000079,0.000081,0.000081,0.000089,0.000112,0.000146,0.000164,0.000103,1
1250,'2026/04/25 17:24:10:877',4,0.002242,0.000235,0.000147,0.000089,0.000076,0.000078,0.000078,0.000087,0.000111,0.000142,0.000161,0.000098,1
1251,'2026/04/25 17:24:10:910',4,0.002129,0.000227,0.000139,0.000087,0.000074,0.000075,0.000075,0.000089,0.000108,0.000143,0.000161,0.000096,1
1252,'2026/04/25 17:24:10:943',4,0.002019,0.000217,0.000132,0.000085,0.000075,0.000076,0.000077,0.000084,0.000102,0.000143,0.00016,0.000094,1
1253,'2026/04/25 17:24:10:978',4,0.002013,0.000224,0.000131,0.000088,0.000075,0.000075,0.000075,0.000085,0.000101,0.000141,0.00016,0.000096,1
1254,'2026/04/25 17:24:11:011',4,0.001835,0.000229,0.000129,0.000084,0.000075,0.000078,0.000077,0.000083,0.000103,0.000143,0.000162,0.000097,1
1255,'2026/04/25 17:24:11:044',4,0.001721,0.000232,0.000122,0.000084,0.000074,0.000077,0.000079,0.000083,0.000105,0.000143,0.000164,0.000094,1
1256,'2026/04/25 17:24:11:078',4,0.001682,0.000227,0.000119,0.000085,0.000075,0.000079,0.00008,0.000089,0.000108,0.000154,0.000169,0.000101,1
1257,'2026/04/25 17:24:11:112',4,0.001658,0.000223,0.000117,0.000087,0.000074,0.000079,0.00008,0.000096,0.000111,0.000155,0.000172,0.000106,1
1258,'2026/04/25 17:24:11:144',4,0.001665,0.000224,0.000123,0.000088,0.000076,0.000081,0.000081,0.000095,0.000114,0.000155,0.000182,0.000105,1
1259,'2026/04/25 17:24:11:178',4,0.001713,0.000237,0.000131,0.000093,0.000079,0.000084,0.000087,0.000099,0.000118,0.00016,0.000187,0.000113,1
1260,'2026/04/25 17:24:11:210',4,0.001655,0.000279,0.000219,0.000149,0.000158,0.000319,0.000291,0.000215,0.00018,0.000265,0.000632,0.000147,1
1261,'2026/04/25 17:24:11:243',4,0.001703,0.000349,0.000313,0.000276,0.000292,0.000596,0.000558,0.00042,0.000345,0.000546,0.001172,0.000227,1
1262,'2026/04/25 17:24:11:278',4,0.001767,0.000383,0.000344,0.00034,0.000357,0.000671,0.000662,0.000525,0.000468,0.000738,0.00141,0.000277,1
1263,'2026/04/25 17:24:11:310',4,0.001755,0.000372,0.000318,0.00031,0.000323,0.000578,0.000584,0.000472,0.000429,0.00068,0.001232,0.000249,1
1264,'2026/04/25 17:24:11:345',4,0.00174,0.000352,0.000285,0.000267,0.000276,0.000465,0.000476,0.000391,0.000369,0.000572,0.000991,0.000217,1
1265,'2026/04/25 17:24:11:378',4,0.001829,0.00034,0.000256,0.000229,0.000236,0.000374,0.000388,0.000324,0.000314,0.000475,0.000794,0.00019,1
1266,'2026/04/25 17:24:11:410',4,0.002817,0.000337,0.00024,0.000197,0.000205,0.000302,0.000314,0.000266,0.000268,0.000395,0.000648,0.000169,1
1267,'2026/04/25 17:24:11:444',4,0.003174,0.00034,0.000215,0.00017,0.000177,0.000249,0.000258,0.000225,0.000228,0.000331,0.000526,0.000158,1
1268,'2026/04/25 17:24:11:477',4,0.003343,0.00033,0.000196,0.000147,0.000154,0.000206,0.000213,0.00019,0.000195,0.000276,0.000425,0.000141,1
1269,'2026/04/25 17:24:11:510',4,0.003183,0.000328,0.000179,0.000132,0.000135,0.000171,0.000179,0.000165,0.000171,0.000238,0.000354,0.00013,1
1270,'2026/04/25 17:24:11:544',4,0.002905,0.000377,0.000175,0.000135,0.000124,0.00015,0.000159,0.000145,0.000154,0.000214,0.000302,0.000126,1
1271,'2026/04/25 17:24:11:578',4,0.012675,0.014894,0.002004,0.001954,0.001984,0.001496,0.000847,0.000876,0.000638,0.000825,0.000469,0.000312,1
1272,'2026/04/25 17:24:11:614',4,0.023602,0.01675,0.002969,0.003999,0.003228,0.002247,0.001165,0.001595,0.00151,0.001915,0.00104,0.000954,1
1273,'2026/04/25 17:24:11:662',4,0.037755,0.018804,0.004226,0.006172,0.004881,0.003509,0.001497,0.002308,0.002823,0.002969,0.001788,0.001493,1
1274,'2026/04/25 17:24:11:695',4,0.044517,0.019337,0.004611,0.007356,0.005171,0.004208,0.001606,0.002728,0.003325,0.003265,0.002367,0.001847,1
1275,'2026/04/25 17:24:11:727',4,0.049706,0.019662,0.004836,0.007032,0.005307,0.004677,0.001611,0.002949,0.003504,0.003649,0.002725,0.002062,1
1276,'2026/04/25 17:24:11:760',4,0.054771,0.020376,0.004564,0.007158,0.005286,0.004605,0.001601,0.003003,0.003476,0.003899,0.002738,0.002097,1
1277,'2026/04/25 17:24:11:794',4,0.056851,0.019944,0.004315,0.00699,0.005248,0.004717,0.001702,0.003019,0.003532,0.003888,0.002757,0.002107,1
1278,'2026/04/25 17:24:11:828',4,0.056874,0.019657,0.004084,0.006798,0.005902,0.004668,0.001958,0.003319,0.003553,0.003883,0.003027,0.002052,1
1279,'2026/04/25 17:24:11:861',4,0.055493,0.020773,0.004055,0.006141,0.005895,0.004656,0.001874,0.003202,0.003682,0.004022,0.003076,0.001877,1
1280,'2026/04/25 17:24:11:895',4,0.055039,0.021259,0.004075,0.005727,0.005606,0.004565,0.001834,0.00301,0.003552,0.004159,0.003116,0.001801,1
1281,'2026/04/25 17:24:11:928',4,0.055225,0.020654,0.004166,0.005448,0.005628,0.004698,0.001883,0.003127,0.003481,0.0042,0.00311,0.001749,1
1282,'2026/04/25 17:24:11:961',4,0.056308,0.021177,0.004139,0.005075,0.006669,0.004714,0.001939,0.003263,0.003757,0.004314,0.003187,0.001819,1
1283,'2026/04/25 17:24:11:995',4,0.054878,0.021518,0.004196,0.004452,0.006493,0.004934,0.001856,0.003345,0.003432,0.003977,0.003109,0.00182,1
1284,'2026/04/25 17:24:12:028',4,0.054681,0.021881,0.004442,0.004698,0.006601,0.004981,0.001857,0.003086,0.003345,0.004075,0.003043,0.001848,1
1285,'2026/04/25 17:24:12:060',4,0.052805,0.022276,0.004376,0.004464,0.006416,0.005044,0.001848,0.003515,0.003113,0.004013,0.00286,0.001821,1
1286,'2026/04/25 17:24:12:095',4,0.052633,0.021243,0.004267,0.004751,0.006317,0.004842,0.001656,0.003644,0.003,0.003978,0.002776,0.001761,1
1287,'2026/04/25 17:24:12:128',4,0.052773,0.02058,0.00397,0.004535,0.005887,0.00431,0.001564,0.003566,0.003093,0.003742,0.002693,0.001751,1
1288,'2026/04/25 17:24:12:160',4,0.051586,0.019124,0.003429,0.004087,0.005664,0.003886,0.001526,0.00318,0.002985,0.003392,0.002399,0.001642,1
1289,'2026/04/25 17:24:12:194',4,0.050683,0.019397,0.003337,0.003996,0.005307,0.003772,0.001439,0.003105,0.002796,0.003339,0.002195,0.001609,1
1290,'2026/04/25 17:24:12:226',4,0.050635,0.019269,0.003,0.003916,0.005589,0.003777,0.001449,0.003009,0.002658,0.003061,0.002063,0.00156,1
1291,'2026/04/25 17:24:12:262',4,0.050402,0.018466,0.002941,0.003903,0.005599,0.003554,0.001448,0.002942,0.002477,0.002875,0.002007,0.001667,1
1292,'2026/04/25 17:24:12:294',4,0.050397,0.017087,0.002845,0.003795,0.00563,0.00336,0.001453,0.002857,0.002317,0.002939,0.001895,0.001728,1
1293,'2026/04/25 17:24:12:327',4,0.049812,0.016058,0.002774,0.003772,0.005406,0.003342,0.001493,0.002928,0.0022,0.003,0.00171,0.0017,1
1294,'2026/04/25 17:24:12:361',4,0.049726,0.01579,0.00278,0.003803,0.005176,0.003279,0.001337,0.002935,0.002023,0.002796,0.00158,0.001645,1
1295,'2026/04/25 17:24:12:394',4,0.050266,0.01524,0.002738,0.003712,0.005022,0.003098,0.001247,0.002996,0.001992,0.002799,0.001569,0.001687,1
1296,'2026/04/25 17:24:12:429',4,0.049927,0.015141,0.002537,0.003548,0.005035,0.002981,0.001153,0.003037,0.001927,0.002696,0.001733,0.001705,1
1297,'2026/04/25 17:24:12:461',4,0.050332,0.015356,0.002579,0.003291,0.004818,0.003143,0.001102,0.003148,0.001835,0.002521,0.00171,0.00168,1
1298,'2026/04/25 17:24:12:494',4,0.050023,0.013976,0.002359,0.003047,0.004485,0.003035,0.001147,0.002955,0.00163,0.002544,0.001612,0.001632,1
1299,'2026/04/25 17:24:12:529',4,0.0491,0.012646,0.002325,0.003151,0.004627,0.003306,0.001105,0.002783,0.001605,0.00235,0.001578,0.001507,1
1300,'2026/04/25 17:24:12:563',4,0.049,0.01221,0.002511,0.003034,0.004802,0.003278,0.001013,0.00285,0.001447,0.002128,0.001583,0.001381,1
1301,'2026/04/25 17:24:12:594',4,0.049846,0.012984,0.002449,0.002854,0.004574,0.003341,0.001078,0.002967,0.001323,0.002242,0.001566,0.001536,1
1302,'2026/04/25 17:24:12:627',4,0.051262,0.0135,0.002475,0.002788,0.004595,0.003353,0.001081,0.002914,0.001355,0.002095,0.00145,0.001495,1
1303,'2026/04/25 17:24:12:660',4,0.050486,0.013116,0.002439,0.002749,0.004597,0.003089,0.001063,0.002892,0.001357,0.002003,0.00134,0.001415,1
1304,'2026/04/25 17:24:12:697',4,0.051205,0.012635,0.002361,0.00267,0.004607,0.003016,0.00105,0.003014,0.001435,0.001901,0.001397,0.001371,1
1305,'2026/04/25 17:24:12:728',4,0.051871,0.012093,0.002437,0.002723,0.004814,0.002897,0.001056,0.003134,0.001387,0.001843,0.001362,0.001362,1
1306,'2026/04/25 17:24:12:761',4,0.050927,0.011731,0.002353,0.002422,0.004438,0.002844,0.000997,0.002971,0.001381,0.001916,0.001325,0.001256,1
1307,'2026/04/25 17:24:12:795',4,0.050879,0.011887,0.002359,0.00265,0.004156,0.002766,0.000951,0.00277,0.001294,0.001898,0.001343,0.001225,1
1308,'2026/04/25 17:24:12:828',4,0.050479,0.011882,0.002502,0.002947,0.003913,0.002831,0.000917,0.002626,0.001334,0.001845,0.001369,0.001224,1
1309,'2026/04/25 17:24:12:861',4,0.049985,0.011854,0.002836,0.002757,0.003988,0.002825,0.000841,0.002512,0.001324,0.00171,0.001276,0.001179,1
1310,'2026/04/25 17:24:12:895',4,0.049869,0.012302,0.002982,0.002573,0.004192,0.00263,0.000782,0.00253,0.001279,0.001551,0.001176,0.00111,1
1311,'2026/04/25 17:24:12:928',4,0.050266,0.012647,0.002881,0.002471,0.004116,0.002705,0.000752,0.002676,0.001269,0.001424,0.001075,0.001029,1
1312,'2026/04/25 17:24:12:960',4,0.050678,0.012874,0.002802,0.002392,0.004517,0.002791,0.000787,0.002871,0.001219,0.001359,0.00096,0.001095,1
1313,'2026/04/25 17:24:12:993',4,0.049972,0.013454,0.002544,0.002211,0.004756,0.002921,0.000852,0.002737,0.0013,0.001469,0.000828,0.001085,1
1314,'2026/04/25 17:24:13:028',4,0.050706,0.013607,0.002338,0.002009,0.004795,0.002931,0.000843,0.0027,0.001421,0.001298,0.000806,0.001021,1
1315,'2026/04/25 17:24:13:060',4,0.050893,0.013195,0.002256,0.001845,0.004723,0.002818,0.000895,0.002498,0.001515,0.001199,0.000745,0.000905,1
1316,'2026/04/25 17:24:13:095',4,0.050555,0.013794,0.002225,0.001926,0.004715,0.002773,0.000961,0.002697,0.00157,0.001135,0.000811,0.000842,1
1317,'2026/04/25 17:24:13:127',4,0.049783,0.013429,0.002203,0.00172,0.00458,0.002836,0.000872,0.002636,0.001534,0.001042,0.000725,0.000804,1
1318,'2026/04/25 17:24:13:161',4,0.047682,0.013326,0.002061,0.001704,0.005042,0.002869,0.00086,0.002645,0.001383,0.000986,0.000656,0.000753,1
1319,'2026/04/25 17:24:13:194',4,0.046161,0.013232,0.00233,0.001677,0.005057,0.002717,0.000876,0.002521,0.001502,0.001143,0.000595,0.00067,1
1320,'2026/04/25 17:24:13:227',4,0.045335,0.013537,0.002489,0.001634,0.005037,0.002728,0.000871,0.002481,0.001422,0.001196,0.000632,0.000677,1
1321,'2026/04/25 17:24:13:260',4,0.043822,0.01366,0.002737,0.001588,0.004822,0.002585,0.000817,0.002396,0.001484,0.001246,0.000653,0.000717,1
1322,'2026/04/25 17:24:13:294',4,0.043806,0.013984,0.003045,0.001591,0.004487,0.002534,0.000767,0.002323,0.001563,0.001327,0.000628,0.000815,1
1323,'2026/04/25 17:24:13:328',4,0.044577,0.014066,0.00317,0.001639,0.004369,0.00252,0.000741,0.002292,0.001655,0.00136,0.000605,0.000873,1
1324,'2026/04/25 17:24:13:361',4,0.044811,0.014123,0.002987,0.001668,0.004461,0.00252,0.000666,0.002435,0.001749,0.001369,0.00059,0.000899,1
1325,'2026/04/25 17:24:13:398',4,0.044674,0.013723,0.002987,0.001569,0.004526,0.00254,0.000678,0.00259,0.001953,0.001455,0.000568,0.000862,1
1326,'2026/04/25 17:24:13:428',4,0.043675,0.012534,0.002753,0.001503,0.004466,0.002587,0.000639,0.002427,0.001955,0.001476,0.00055,0.000844,1
1327,'2026/04/25 17:24:13:460',4,0.04356,0.011591,0.002604,0.001418,0.00454,0.002614,0.000602,0.002224,0.001808,0.001419,0.000602,0.000783,1
1328,'2026/04/25 17:24:13:495',4,0.043288,0.01053,0.002465,0.001263,0.00488,0.002753,0.000647,0.002277,0.001754,0.001281,0.000667,0.000818,1
1329,'2026/04/25 17:24:13:528',4,0.042855,0.010021,0.002336,0.001234,0.004625,0.002672,0.000646,0.002176,0.001565,0.001293,0.000866,0.000808,1
1330,'2026/04/25 17:24:13:561',4,0.041278,0.009632,0.002381,0.001156,0.004686,0.002572,0.000638,0.002279,0.001604,0.001224,0.000895,0.000772,1
1331,'2026/04/25 17:24:13:592',4,0.041119,0.009622,0.002641,0.001152,0.004625,0.002738,0.000651,0.002301,0.001439,0.001257,0.000834,0.000812,1
1332,'2026/04/25 17:24:13:631',4,0.041495,0.009809,0.00273,0.00121,0.004349,0.002687,0.000639,0.002512,0.001395,0.001173,0.000791,0.000735,1
1333,'2026/04/25 17:24:13:663',4,0.042053,0.009589,0.002546,0.00119,0.004527,0.002739,0.000577,0.002435,0.001434,0.001121,0.000817,0.000746,1
1334,'2026/04/25 17:24:13:694',4,0.041286,0.009026,0.002528,0.00113,0.004637,0.002579,0.000514,0.0026,0.001605,0.001189,0.00089,0.000683,1
1335,'2026/04/25 17:24:13:727',4,0.041052,0.009183,0.00255,0.001018,0.004336,0.00247,0.000469,0.002635,0.001605,0.001185,0.000957,0.000624,1
1336,'2026/04/25 17:24:13:760',4,0.040634,0.009306,0.002533,0.001063,0.004258,0.002459,0.000462,0.002625,0.001463,0.001284,0.00092,0.000644,1
1337,'2026/04/25 17:24:13:793',4,0.040294,0.009546,0.002744,0.001057,0.004177,0.002401,0.000466,0.00261,0.001401,0.001391,0.00086,0.000592,1
1338,'2026/04/25 17:24:13:828',4,0.040837,0.009999,0.00299,0.001135,0.004374,0.002509,0.000512,0.002685,0.001476,0.001478,0.000888,0.000548,1
1339,'2026/04/25 17:24:13:860',4,0.04156,0.010493,0.003005,0.001186,0.004703,0.002509,0.000587,0.002917,0.001659,0.00146,0.000914,0.000523,1
1340,'2026/04/25 17:24:13:894',4,0.041919,0.010728,0.002951,0.001098,0.004891,0.00244,0.000595,0.002914,0.00179,0.001316,0.000895,0.000524,1
1341,'2026/04/25 17:24:13:928',4,0.041819,0.010679,0.002881,0.001051,0.004497,0.002478,0.000585,0.002741,0.001871,0.001224,0.000871,0.0005,1
1342,'2026/04/25 17:24:13:960',4,0.040578,0.010637,0.002898,0.001034,0.004587,0.002443,0.000562,0.002597,0.001771,0.001168,0.000883,0.000552,1
1343,'2026/04/25 17:24:13:994',4,0.041177,0.011067,0.002949,0.001074,0.004835,0.002317,0.000571,0.002529,0.001834,0.001108,0.000965,0.000551,1
1344,'2026/04/25 17:24:14:026',4,0.041132,0.011678,0.003067,0.00104,0.00457,0.002325,0.000554,0.002662,0.001698,0.001072,0.000942,0.000521,1
